,epoch,loss
0,1.0,0.10836920142173767
1,2.0,0.11123692989349365
2,3.0,0.11235900223255157
3,4.0,0.11276894062757492
4,5.0,0.1129542887210846
5,6.0,0.11302615702152252
6,7.0,0.11305411159992218
7,8.0,0.11306619644165039
8,9.0,0.11307334154844284
9,10.0,0.11307960003614426
10,11.0,0.11308620870113373
11,12.0,0.11309339106082916
12,13.0,0.113101065158844
13,14.0,0.1131090521812439
14,15.0,0.11311724036931992
15,16.0,0.11312555521726608
16,17.0,0.11313401162624359
17,18.0,0.11314269155263901
18,19.0,0.11315170675516129
19,20.0,0.11316118389368057
20,21.0,0.11317126452922821
21,22.0,0.11318203806877136
22,23.0,0.11319354921579361
23,24.0,0.11320580542087555
24,25.0,0.11321871727705002
25,26.0,0.11323215067386627
26,27.0,0.113245889544487
27,28.0,0.11325976252555847
28,29.0,0.11327353119850159
# <bound method Module.parameters of simple_ANN(   (l1): Linear(in_features=14, out_features=50, bias=True)   (l2): Linear(in_features=50, out_features=100, bias=True)   (l3): Linear(in_features=100, out_features=20, bias=True)   (output): Linear(in_features=20, out_features=8, bias=True)   (act): Sigmoid() )>\n
