,load_time_consume(s),test_time_consume(s),data_size
0,-1.5330665111541748,0.07399487495422363,3000
1,-1.496002197265625,0.051996469497680664,4000
2,-1.5315430164337158,0.06096768379211426,5000
3,-1.4650309085845947,0.08597016334533691,6000
4,-1.4840340614318848,0.08399772644042969,7000
5,-1.454951524734497,0.10899758338928223,8000
6,-1.4690008163452148,0.10699987411499023,9000
7,-1.4685566425323486,0.11999750137329102,10000
8,-1.4570038318634033,0.13199591636657715,11000
9,-1.459115743637085,0.1569976806640625,12000
10,-1.5090019702911377,0.1959972381591797,13000
11,-1.5201337337493896,0.1939990520477295,14000
12,-1.4695096015930176,0.17799711227416992,15000
13,-1.461028814315796,0.20199918746948242,16000
14,-1.461599588394165,0.24396753311157227,17000
15,-1.4481139183044434,0.21500086784362793,18000
16,-1.4820029735565186,0.22499632835388184,19000
17,-1.4760282039642334,0.2369675636291504,20000
18,-1.477001428604126,0.26199913024902344,21000
19,-1.4645476341247559,0.27700161933898926,22000
20,-1.5350737571716309,0.2879624366760254,23000
21,-1.4650025367736816,0.28601670265197754,24000
22,-1.4975428581237793,0.31096887588500977,25000
23,-1.4750022888183594,0.31005263328552246,26000
24,-1.4840359687805176,0.3269999027252197,27000
25,-1.4725990295410156,0.33297061920166016,28000
26,-1.4600298404693604,0.35599827766418457,29000
27,-1.482560634613037,0.36996912956237793,30000
28,-1.4680030345916748,0.3679978847503662,31000
29,-1.5290017127990723,0.37999773025512695,32000
30,-1.467031717300415,0.4179685115814209,33000
31,-1.4790849685668945,0.4420201778411865,34000
32,-1.4660029411315918,0.441997766494751,35000
33,-1.4658608436584473,0.4429962635040283,36000
34,-1.463519811630249,0.5839965343475342,37000
35,-1.4745182991027832,0.4739716053009033,38000
36,-1.4730045795440674,0.4909954071044922,39000
