,load_time_consume(s),test_time_consume(s),data_size
0,-1.5800814628601074,0.032998085021972656,3000
1,-1.538032054901123,0.039968013763427734,4000
2,-1.585136890411377,0.050969600677490234,5000
3,-1.621504306793213,0.0950005054473877,6000
4,-1.5680713653564453,0.08147239685058594,7000
5,-1.5600645542144775,0.09299707412719727,8000
6,-1.5550298690795898,0.12797141075134277,9000
7,-1.5961792469024658,0.1024777889251709,10000
8,-1.5702581405639648,0.12096953392028809,11000
9,-1.5700106620788574,0.15199732780456543,12000
10,-1.6161284446716309,0.14047741889953613,13000
11,-1.649064064025879,0.13997101783752441,14000
12,-1.5700654983520508,0.1509711742401123,15000
13,-1.5735998153686523,0.1639702320098877,16000
14,-1.6590464115142822,0.1810009479522705,17000
15,-1.6120004653930664,0.21499943733215332,18000
16,-1.6135151386260986,0.1999964714050293,19000
17,-1.6010501384735107,0.20096516609191895,20000
18,-1.6010026931762695,0.20999813079833984,21000
19,-1.6530637741088867,0.21896958351135254,22000
20,-1.5910027027130127,0.2389967441558838,23000
21,-1.5852336883544922,0.24999785423278809,24000
22,-1.5975978374481201,0.2799704074859619,25000
23,-1.6230006217956543,0.3319988250732422,26000
24,-1.59206223487854,0.30899667739868164,27000
25,-1.6185886859893799,0.31999969482421875,28000
26,-1.613603115081787,0.3284738063812256,29000
27,-1.6430649757385254,0.32196974754333496,30000
28,-1.66514253616333,0.3515045642852783,31000
29,-1.6130027770996094,0.35199761390686035,32000
30,-1.6091735363006592,0.3729708194732666,33000
31,-1.6250033378601074,0.3719971179962158,34000
32,-1.5985724925994873,0.3599965572357178,35000
33,-1.6140663623809814,0.36997127532958984,36000
34,-1.6081395149230957,0.36896705627441406,37000
35,-1.637040376663208,0.3809981346130371,38000
36,-1.6822843551635742,0.39399051666259766,39000
