,train_time,test_time
0,2.078047752380371,0.14158844947814941
1,2.1832661628723145,0.16457724571228027
2,2.9735779762268066,0.1815328598022461
3,2.955855131149292,0.1714639663696289
4,2.750715732574463,0.15799832344055176
5,1.7422516345977783,0.12395548820495605
6,1.6784999370574951,0.12548017501831055
7,1.831336498260498,0.12095093727111816
8,1.6809430122375488,0.12472391128540039
9,1.8541240692138672,0.10782313346862793
10,3.9876134395599365,0.2990851402282715
11,3.332824945449829,0.22765493392944336
12,3.3077428340911865,0.19256234169006348
13,2.4556517601013184,0.19664669036865234
14,3.611151933670044,0.2664628028869629
15,2.8502562046051025,0.19611835479736328
16,2.940234422683716,0.19857454299926758
17,3.2704737186431885,0.23290300369262695
18,3.775682210922241,0.2462916374206543
19,3.6132447719573975,0.24735140800476074
