,loss_dataset_1,loss_dataset_2,data_size
0,-0.0039176913,-0.003644192,3000
1,-0.0037973493,-0.003385877,4000
2,-0.0036905536,-0.0032780825,5000
3,-0.0036199873,-0.003351271,6000
4,-0.003642191,-0.0035777155,7000
5,-0.0036405378,-0.0035377305,8000
6,-0.0036025175,-0.003400353,9000
7,-0.003590247,-0.0035493125,10000
8,-0.0037047763,-0.003535812,11000
9,-0.0037191315,-0.003543892,12000
10,-0.003687987,-0.003495381,13000
11,-0.0037349674,-0.003493354,14000
12,-0.0036718582,-0.0034214107,15000
13,-0.0036058847,-0.0034956823,16000
14,-0.0036502779,-0.0035199085,17000
15,-0.0036751786,-0.0034686057,18000
16,-0.003685123,-0.0035026101,19000
17,-0.0036673956,-0.00352309,20000
18,-0.0036764832,-0.0035251565,21000
19,-0.0036767898,-0.0035742,22000
20,-0.0036729118,-0.0035690863,23000
21,-0.0036933527,-0.0035217262,24000
22,-0.0036803177,-0.0034927847,25000
23,-0.00369081,-0.0035434365,26000
24,-0.003664146,-0.0035332202,27000
25,-0.0036521812,-0.0035161746,28000
26,-0.0036371986,-0.0035077964,29000
27,-0.0036486378,-0.003520232,30000
28,-0.0036644049,-0.0035224317,31000
29,-0.003684472,-0.0035135727,32000
30,-0.0036864148,-0.0034966208,33000
31,-0.0036597038,-0.0035090072,34000
32,-0.003684079,-0.003509178,35000
33,-0.0036663876,-0.003513971,36000
34,-0.003658251,-0.0035512382,37000
35,-0.0036452522,-0.0035832997,38000
36,-0.003620426,-0.0035698258,39000
