,loss_dataset_1,loss_dataset_2,data_size
0,-0.003510387,-0.0033766385,3000
1,-0.0035965883,-0.003680446,4000
2,-0.0036255962,-0.0034382765,5000
3,-0.003631181,-0.0034019358,6000
4,-0.0035165872,-0.0032468762,7000
5,-0.0035018253,-0.0032512685,8000
6,-0.0035684165,-0.003295995,9000
7,-0.003605705,-0.0034096318,10000
8,-0.0036607839,-0.0034162526,11000
9,-0.0035629582,-0.0035411075,12000
10,-0.0035595726,-0.0035394367,13000
11,-0.003549493,-0.0035558008,14000
12,-0.0035529006,-0.0035804529,15000
13,-0.0035335133,-0.0035805895,16000
14,-0.00357317,-0.0035845712,17000
15,-0.0035506748,-0.0035961205,18000
16,-0.0035174442,-0.0035832596,19000
17,-0.0034915141,-0.0036175244,20000
18,-0.003494299,-0.0036036565,21000
19,-0.0035128072,-0.0036168247,22000
20,-0.0034938932,-0.0036483398,23000
21,-0.0034811285,-0.0036475211,24000
22,-0.003511233,-0.0036036961,25000
23,-0.0034828288,-0.0036401022,26000
24,-0.0034635465,-0.0036922724,27000
25,-0.0034562272,-0.0036678573,28000
26,-0.0034654897,-0.003695325,29000
27,-0.0034460237,-0.0036646035,30000
28,-0.0034707189,-0.0036674775,31000
29,-0.0034848547,-0.003691063,32000
30,-0.0034776514,-0.0036980752,33000
31,-0.003532604,-0.0036690403,34000
32,-0.0035170529,-0.0036929215,35000
33,-0.0035181877,-0.003728836,36000
34,-0.0035193863,-0.003731794,37000
35,-0.0035497996,-0.003728748,38000
36,-0.003549058,-0.0037917465,39000
