,load_time_consume(s),test_time_consume(s),data_size
0,-1.2300746440887451,0.029970407485961914,3000
1,-1.1870298385620117,0.04396986961364746,4000
2,-1.1780650615692139,0.04897022247314453,5000
3,-1.1896331310272217,0.057970523834228516,6000
4,-1.1870286464691162,0.06797075271606445,7000
5,-1.1820619106292725,0.10897326469421387,8000
6,-1.1950302124023438,0.10796976089477539,9000
7,-1.191030502319336,0.10196948051452637,10000
8,-1.2296133041381836,0.137969970703125,11000
9,-1.1820318698883057,0.14496827125549316,12000
10,-1.1850385665893555,0.1719973087310791,13000
11,-1.1990320682525635,0.1439673900604248,14000
12,-1.191037654876709,0.16499948501586914,15000
13,-1.1850645542144775,0.18496966361999512,16000
14,-1.1851487159729004,0.18296575546264648,17000
15,-1.186194896697998,0.1759631633758545,18000
16,-1.197030782699585,0.1919691562652588,19000
17,-1.1795730590820312,0.2369999885559082,20000
18,-1.202026605606079,0.22097229957580566,21000
19,-1.2230467796325684,0.21196937561035156,22000
20,-1.1820025444030762,0.23050618171691895,23000
21,-1.1805357933044434,0.2949693202972412,24000
22,-1.1750295162200928,0.2594783306121826,25000
23,-1.179048776626587,0.2575039863586426,26000
24,-1.1800305843353271,0.28796911239624023,27000
25,-1.1866018772125244,0.28797101974487305,28000
26,-1.1800034046173096,0.30699634552001953,29000
27,-1.2040305137634277,0.3079695701599121,30000
28,-1.1871237754821777,0.2999703884124756,31000
29,-1.2170658111572266,0.3394787311553955,32000
30,-1.237029790878296,0.34396982192993164,33000
31,-1.1930246353149414,0.3239748477935791,34000
32,-1.1780259609222412,0.3559751510620117,35000
33,-1.181030035018921,0.37596917152404785,36000
34,-1.1870298385620117,0.36297059059143066,37000
35,-1.1890311241149902,0.3829684257507324,38000
36,-1.179029941558838,0.3934788703918457,39000
