,load_time_consume(s),test_time_consume(s),data_size
0,-0.8531093597412109,0.023000717163085938,3000
1,-0.8450288772583008,0.03196978569030762,4000
2,-0.8400287628173828,0.03597092628479004,5000
3,-0.8400306701660156,0.04596972465515137,6000
4,-0.8495495319366455,0.055970191955566406,7000
5,-0.8430008888244629,0.05899691581726074,8000
6,-0.8550660610198975,0.06696963310241699,9000
7,-0.84200119972229,0.07299971580505371,10000
8,-0.8280315399169922,0.08096837997436523,11000
9,-0.8480777740478516,0.09099721908569336,12000
10,-0.8510303497314453,0.09797096252441406,13000
11,-0.8370006084442139,0.10300111770629883,14000
12,-0.8420002460479736,0.10599970817565918,15000
13,-0.8460309505462646,0.11996936798095703,16000
14,-0.8670303821563721,0.12096977233886719,17000
15,-0.89400315284729,0.1309974193572998,18000
16,-0.8459994792938232,0.17399907112121582,19000
17,-0.8530254364013672,0.14797520637512207,20000
18,-0.8501503467559814,0.15396976470947266,21000
19,-0.8540019989013672,0.1569972038269043,22000
20,-0.8470306396484375,0.16196990013122559,23000
21,-0.8420665264129639,0.17596936225891113,24000
22,-0.8440260887145996,0.18300461769104004,25000
23,-0.8460304737091064,0.18596935272216797,26000
24,-0.8400254249572754,0.1989741325378418,27000
25,-0.8440043926239014,0.22099566459655762,28000
26,-0.8360300064086914,0.25296974182128906,29000
27,-0.8420000076293945,0.21300148963928223,30000
28,-0.8376023769378662,0.22796988487243652,31000
29,-0.84814453125,0.22797346115112305,32000
30,-0.86503005027771,0.3229713439941406,33000
31,-0.8370957374572754,0.26197147369384766,34000
32,-0.845508337020874,0.28299999237060547,35000
33,-0.853757381439209,0.2819678783416748,36000
34,-0.8460025787353516,0.28099822998046875,37000
35,-0.8420028686523438,0.29250621795654297,38000
36,-0.8390309810638428,0.31096839904785156,39000
