,loss_dataset_1,loss_dataset_2,data_size
0,-0.0025890295,-0.0033378557,3000
1,-0.0024978498,-0.003062935,4000
2,-0.0025378463,-0.0032907166,5000
3,-0.0025478383,-0.003127306,6000
4,-0.002571057,-0.003083046,7000
5,-0.002612101,-0.0031638183,8000
6,-0.0026219508,-0.0031612967,9000
7,-0.0026420467,-0.0031651768,10000
8,-0.0026153033,-0.0031079159,11000
9,-0.002622281,-0.0030837741,12000
10,-0.002612992,-0.0030228903,13000
11,-0.0026364266,-0.003011544,14000
12,-0.0026371717,-0.0029815144,15000
13,-0.002634282,-0.0030093775,16000
14,-0.0026367935,-0.0029866993,17000
15,-0.0026161133,-0.002975999,18000
16,-0.0026442858,-0.0029782106,19000
17,-0.00265425,-0.0029846367,20000
18,-0.002652675,-0.0029546958,21000
19,-0.0026829836,-0.0029304365,22000
20,-0.0026773536,-0.0029393646,23000
21,-0.0026744795,-0.0029294025,24000
22,-0.0026914193,-0.0029381844,25000
23,-0.0026891893,-0.0029331131,26000
24,-0.002697739,-0.0029298912,27000
25,-0.0026992485,-0.0029404755,28000
26,-0.002699016,-0.0029301383,29000
27,-0.002708242,-0.002928755,30000
28,-0.0027103832,-0.002906307,31000
29,-0.0026949118,-0.0028958772,32000
30,-0.0027014785,-0.0028838299,33000
31,-0.0026971963,-0.0028822895,34000
32,-0.0026868153,-0.0028729294,35000
33,-0.0026868437,-0.002865154,36000
34,-0.0026831587,-0.002857825,37000
35,-0.0026806681,-0.002854168,38000
36,-0.002688318,-0.002872073,39000
