,loss_dataset_1,loss_dataset_2,data_size
0,-0.002679695,-0.0027975852,3000
1,-0.00260407,-0.002814021,4000
2,-0.0025292677,-0.0027686066,5000
3,-0.002540635,-0.002635613,6000
4,-0.002543783,-0.0026472355,7000
5,-0.0025455803,-0.0026390646,8000
6,-0.0025472702,-0.002645287,9000
7,-0.0025204276,-0.0027052378,10000
8,-0.0024835553,-0.0026390625,11000
9,-0.0024878879,-0.002709604,12000
10,-0.0025129376,-0.0027197946,13000
11,-0.0025110121,-0.0027272054,14000
12,-0.0025129893,-0.0027427645,15000
13,-0.0024874867,-0.0027453736,16000
14,-0.0024687229,-0.0027554645,17000
15,-0.0024674586,-0.0027455837,18000
16,-0.0024819332,-0.0027643773,19000
17,-0.002477271,-0.0027326762,20000
18,-0.002455282,-0.0027544496,21000
19,-0.0024317976,-0.0027336348,22000
20,-0.002429341,-0.0027379924,23000
21,-0.0024336248,-0.0027264475,24000
22,-0.0024416551,-0.0027185008,25000
23,-0.0024485115,-0.0026973034,26000
24,-0.0024551416,-0.0027315575,27000
25,-0.0024488722,-0.0027229215,28000
26,-0.0024460484,-0.0027308974,29000
27,-0.002438424,-0.0027195937,30000
28,-0.002443433,-0.0027401275,31000
29,-0.002435645,-0.0027483837,32000
30,-0.0024387578,-0.0027315344,33000
31,-0.0024520145,-0.0027202491,34000
32,-0.0024568965,-0.0027166058,35000
33,-0.0024607694,-0.0027182675,36000
34,-0.0024874904,-0.0027344706,37000
35,-0.0024884306,-0.002728882,38000
36,-0.002477121,-0.002736414,39000
