,loss_dataset_1,loss_dataset_2,data_size
0,-0.003026445,-0.0032074812,3000
1,-0.0028763998,-0.0031008262,4000
2,-0.0028709616,-0.0032144259,5000
3,-0.0030168116,-0.0031832636,6000
4,-0.0029641408,-0.003094431,7000
5,-0.0029517515,-0.0032385893,8000
6,-0.0029539529,-0.0032617263,9000
7,-0.0029545077,-0.0032326311,10000
8,-0.002936744,-0.0032197721,11000
9,-0.0029082804,-0.0032080472,12000
10,-0.0029115179,-0.003187762,13000
11,-0.0029280782,-0.003215834,14000
12,-0.0029234977,-0.0031957186,15000
13,-0.0029108461,-0.0032195218,16000
14,-0.002941281,-0.0031665869,17000
15,-0.002983518,-0.0031397727,18000
16,-0.0029932458,-0.0031170216,19000
17,-0.0030073842,-0.0030936091,20000
18,-0.003033037,-0.0030628857,21000
19,-0.0030223113,-0.0031015393,22000
20,-0.0030140937,-0.0031208699,23000
21,-0.0030025817,-0.00310789,24000
22,-0.0030072592,-0.0030784453,25000
23,-0.0029921546,-0.0030785345,26000
24,-0.0029851748,-0.0030805946,27000
25,-0.003004805,-0.0030982713,28000
26,-0.0030095803,-0.003089624,29000
27,-0.003007039,-0.0030826898,30000
28,-0.003002824,-0.0030908622,31000
29,-0.0029987604,-0.0031111208,32000
30,-0.0030041493,-0.0031015824,33000
31,-0.002986662,-0.0031217264,34000
32,-0.0029770925,-0.003096404,35000
33,-0.0029798723,-0.003089259,36000
34,-0.0029718862,-0.003097556,37000
35,-0.0029850602,-0.003092785,38000
36,-0.0029896484,-0.0030956469,39000
