,loss_dataset_1,loss_dataset_2,data_size
0,-0.0032273005,-0.0032684603,3000
1,-0.0032961417,-0.0032779104,4000
2,-0.0031746365,-0.0032603953,5000
3,-0.0030978154,-0.0032637727,6000
4,-0.0031540976,-0.0032089837,7000
5,-0.0031160733,-0.0031077703,8000
6,-0.0031466591,-0.0031060104,9000
7,-0.0031465474,-0.0030627768,10000
8,-0.0031519916,-0.0030530482,11000
9,-0.0031084793,-0.0029974368,12000
10,-0.0030947884,-0.0029899545,13000
11,-0.0030737296,-0.0030335716,14000
12,-0.0030574787,-0.003015384,15000
13,-0.0030486768,-0.003033339,16000
14,-0.003033998,-0.003037078,17000
15,-0.00302912,-0.003062587,18000
16,-0.0030054268,-0.0030316494,19000
17,-0.0030045435,-0.003041502,20000
18,-0.0030107093,-0.0030580813,21000
19,-0.0029997404,-0.0030317646,22000
20,-0.003005327,-0.003046954,23000
21,-0.003021181,-0.003046831,24000
22,-0.0030343381,-0.0030251897,25000
23,-0.0030355214,-0.0030203485,26000
24,-0.0030303844,-0.0030214398,27000
25,-0.003035957,-0.0030248328,28000
26,-0.0030336217,-0.0030405154,29000
27,-0.0030306424,-0.0030631695,30000
28,-0.0030367721,-0.0030650366,31000
29,-0.003025557,-0.0030400609,32000
30,-0.0030252892,-0.0030423473,33000
31,-0.0030351628,-0.0030435328,34000
32,-0.0030168074,-0.0030533632,35000
33,-0.0030147925,-0.003046163,36000
34,-0.00302983,-0.0030464048,37000
35,-0.0030236312,-0.003054125,38000
36,-0.0030228454,-0.0030420294,39000
