,loss_dataset_1,loss_dataset_2,data_size
0,-0.0023156318,-0.0023241222,3000
1,-0.0023690537,-0.0022826872,4000
2,-0.0023744393,-0.00235592,5000
3,-0.002343139,-0.0023960932,6000
4,-0.0024168678,-0.0023889237,7000
5,-0.002404109,-0.002464835,8000
6,-0.002443639,-0.002548594,9000
7,-0.0024549055,-0.0026089288,10000
8,-0.00242039,-0.0026039556,11000
9,-0.00244116,-0.002585088,12000
10,-0.0024336302,-0.0026116688,13000
11,-0.0024098968,-0.002634536,14000
12,-0.0024286858,-0.0026533646,15000
13,-0.0023871027,-0.0026514428,16000
14,-0.002379565,-0.002640376,17000
15,-0.0023907889,-0.002679752,18000
16,-0.0023889006,-0.0026981805,19000
17,-0.0024121392,-0.002661002,20000
18,-0.002398442,-0.0026945523,21000
19,-0.002389912,-0.0026704762,22000
20,-0.0023929374,-0.0026592235,23000
21,-0.0023959486,-0.002672629,24000
22,-0.0023903411,-0.0026596554,25000
23,-0.00237875,-0.0026511303,26000
24,-0.0023737275,-0.002643255,27000
25,-0.0023870608,-0.0026375682,28000
26,-0.0023928892,-0.002617852,29000
27,-0.0023932282,-0.0026196556,30000
28,-0.0023979174,-0.00260218,31000
29,-0.002388867,-0.0026117354,32000
30,-0.002384657,-0.002601313,33000
31,-0.0023729163,-0.0025968272,34000
32,-0.0023714257,-0.002593043,35000
33,-0.002370599,-0.002582848,36000
34,-0.002379092,-0.0025754408,37000
35,-0.0023874012,-0.0025668426,38000
36,-0.0023888922,-0.0025568125,39000
