,loss_dataset_1,loss_dataset_2,data_size
0,-0.0022570388,-0.0021639785,3000
1,-0.0023178402,-0.0020825006,4000
2,-0.0023002315,-0.0020545225,5000
3,-0.0022394927,-0.002149784,6000
4,-0.0023034285,-0.0021330516,7000
5,-0.0022562635,-0.0022800118,8000
6,-0.0022377395,-0.0022709554,9000
7,-0.0021781048,-0.002237,10000
8,-0.002142441,-0.0022408084,11000
9,-0.0021398335,-0.002192399,12000
10,-0.0021548294,-0.0021891766,13000
11,-0.0021559293,-0.0022153468,14000
12,-0.0021515526,-0.0022095093,15000
13,-0.0021480755,-0.0022368238,16000
14,-0.0021634887,-0.0022981279,17000
15,-0.0021554662,-0.0022940352,18000
16,-0.002151377,-0.0022750027,19000
17,-0.0021256804,-0.0023045477,20000
18,-0.002137546,-0.002332005,21000
19,-0.00215456,-0.0023199078,22000
20,-0.0021495384,-0.0022921036,23000
21,-0.0021499419,-0.0023132896,24000
22,-0.0021307066,-0.0023029994,25000
23,-0.0021376119,-0.002291353,26000
24,-0.002135413,-0.0022945546,27000
25,-0.002141573,-0.0023082895,28000
26,-0.0021336968,-0.002305795,29000
27,-0.0021455674,-0.0022679865,30000
28,-0.00214176,-0.0022938403,31000
29,-0.0021396184,-0.0022667162,32000
30,-0.0021356218,-0.0023020157,33000
31,-0.0021378757,-0.002299938,34000
32,-0.002134791,-0.0022877988,35000
33,-0.0021232436,-0.0023050974,36000
34,-0.002112458,-0.0023008008,37000
35,-0.002124368,-0.002310146,38000
36,-0.002122801,-0.0022996657,39000
