,loss_dataset_1,loss_dataset_2,data_size
0,-0.0023315349,-0.0028756715,3000
1,-0.0023630902,-0.0027905928,4000
2,-0.002270326,-0.002741412,5000
3,-0.002213127,-0.0026401444,6000
4,-0.0022609164,-0.002684396,7000
5,-0.0022312,-0.0026625863,8000
6,-0.0022672787,-0.0026854395,9000
7,-0.0022346508,-0.002670295,10000
8,-0.0022622317,-0.0026530963,11000
9,-0.0022684024,-0.0027115166,12000
10,-0.0022698662,-0.002707183,13000
11,-0.0022192525,-0.0026655288,14000
12,-0.0022103908,-0.0026543394,15000
13,-0.0022154958,-0.0026326948,16000
14,-0.0022166732,-0.002660965,17000
15,-0.002221341,-0.002651638,18000
16,-0.0022184737,-0.0026848179,19000
17,-0.0022270773,-0.0026470604,20000
18,-0.002253986,-0.0026198088,21000
19,-0.0022766467,-0.0026133147,22000
20,-0.00228062,-0.0026118136,23000
21,-0.0022538737,-0.0025863752,24000
22,-0.0022564875,-0.002582085,25000
23,-0.002259531,-0.0025614821,26000
24,-0.0022797526,-0.0025740613,27000
25,-0.0023100867,-0.0025900214,28000
26,-0.0023224044,-0.002598762,29000
27,-0.002321402,-0.0025942042,30000
28,-0.0023268883,-0.002625911,31000
29,-0.002331235,-0.0026114322,32000
30,-0.002334162,-0.0026254512,33000
31,-0.002332883,-0.002626651,34000
32,-0.0023274047,-0.0026241296,35000
33,-0.0023279919,-0.00259959,36000
34,-0.002323712,-0.0026068732,37000
35,-0.0023221713,-0.0026065633,38000
36,-0.0023184558,-0.0026022394,39000
