,loss_dataset_1,loss_dataset_2,data_size
0,-0.0025475768,-0.0026499124,3000
1,-0.0026966254,-0.0026663395,4000
2,-0.0027477634,-0.0025747796,5000
3,-0.0026955572,-0.0025954808,6000
4,-0.0025781342,-0.0025780434,7000
5,-0.0025841754,-0.00257833,8000
6,-0.0025897406,-0.002621866,9000
7,-0.0026001094,-0.0027488077,10000
8,-0.0026221606,-0.002714391,11000
9,-0.0026253862,-0.0026974783,12000
10,-0.0026083253,-0.0027135375,13000
11,-0.0026344587,-0.0026958203,14000
12,-0.0026310491,-0.002741929,15000
13,-0.002602937,-0.0027835725,16000
14,-0.0026476746,-0.002794678,17000
15,-0.0026195613,-0.0027913987,18000
16,-0.0026383847,-0.0027390928,19000
17,-0.0026166688,-0.0027446146,20000
18,-0.0026002682,-0.002735743,21000
19,-0.0025849256,-0.0027211513,22000
20,-0.0025690855,-0.0027294667,23000
21,-0.0025597457,-0.0027254138,24000
22,-0.002541833,-0.0027142495,25000
23,-0.0025445214,-0.0027027647,26000
24,-0.0025372498,-0.0027012757,27000
25,-0.0025597657,-0.0027217958,28000
26,-0.002550367,-0.002721271,29000
27,-0.0025503875,-0.0027353517,30000
28,-0.0025487337,-0.0027245109,31000
29,-0.0025657073,-0.0027210389,32000
30,-0.0025720329,-0.0027058313,33000
31,-0.0025882244,-0.0027037803,34000
32,-0.0025877543,-0.002683754,35000
33,-0.0025919266,-0.0026952457,36000
34,-0.0025860697,-0.0026996038,37000
35,-0.0025888646,-0.0027067312,38000
36,-0.0025932859,-0.0026996932,39000
