,loss_dataset_1,loss_dataset_2,data_size
0,-0.0022838786,-0.0022920545,3000
1,-0.0023874517,-0.0023839828,4000
2,-0.0023543043,-0.0024035221,5000
3,-0.0023618499,-0.002386812,6000
4,-0.0023037244,-0.0023822275,7000
5,-0.002391631,-0.0023578655,8000
6,-0.0024044856,-0.002347394,9000
7,-0.00237186,-0.002381975,10000
8,-0.002362967,-0.002385595,11000
9,-0.0023530347,-0.0023674958,12000
10,-0.0023483585,-0.0023946685,13000
11,-0.002368244,-0.0024355098,14000
12,-0.0023562866,-0.0024354574,15000
13,-0.0023475403,-0.0024349715,16000
14,-0.0023531292,-0.0024350248,17000
15,-0.0023539343,-0.0024134924,18000
16,-0.0023430602,-0.0024443322,19000
17,-0.0023366546,-0.0024417064,20000
18,-0.002332654,-0.002432837,21000
19,-0.0023448921,-0.0024122735,22000
20,-0.0023468335,-0.0024115753,23000
21,-0.0023316068,-0.0024080528,24000
22,-0.002324657,-0.0024242254,25000
23,-0.002329033,-0.0024235698,26000
24,-0.0023255511,-0.0024138947,27000
25,-0.0023256675,-0.0024206636,28000
26,-0.0023254536,-0.0024115327,29000
27,-0.0023344404,-0.0024334313,30000
28,-0.0023322478,-0.0024438307,31000
29,-0.0023343433,-0.002464852,32000
30,-0.0023332324,-0.002464025,33000
31,-0.0023355696,-0.0024569752,34000
32,-0.0023235867,-0.0024516545,35000
33,-0.0023217115,-0.002462873,36000
34,-0.0023153517,-0.0024747497,37000
35,-0.0023219634,-0.0024672474,38000
36,-0.0023204915,-0.0024689666,39000
