,loss_dataset_1,loss_dataset_2,data_size
0,-0.0029114739,-0.003136901,3000
1,-0.00287947,-0.0032739174,4000
2,-0.002761932,-0.0031011028,5000
3,-0.0027943768,-0.003023417,6000
4,-0.0028133912,-0.0030097228,7000
5,-0.0027880224,-0.0029696384,8000
6,-0.0027527425,-0.0030031537,9000
7,-0.0027270315,-0.0030284862,10000
8,-0.0027206347,-0.003073505,11000
9,-0.002728885,-0.0030501448,12000
10,-0.002745564,-0.003112749,13000
11,-0.0027295202,-0.0031217095,14000
12,-0.0027310585,-0.003163263,15000
13,-0.0027551006,-0.0032137444,16000
14,-0.0027508254,-0.0031911216,17000
15,-0.0027662937,-0.0032007368,18000
16,-0.002797178,-0.0031900092,19000
17,-0.0028126787,-0.0031774354,20000
18,-0.0028085466,-0.0031540236,21000
19,-0.0028092694,-0.0031379198,22000
20,-0.002827876,-0.0031263474,23000
21,-0.0028276155,-0.0031126498,24000
22,-0.0028165828,-0.0030720306,25000
23,-0.0028306507,-0.0030756367,26000
24,-0.0028534178,-0.003070456,27000
25,-0.002859018,-0.0030678224,28000
26,-0.0028489043,-0.0030930638,29000
27,-0.0028511153,-0.0031262396,30000
28,-0.0028541146,-0.0031572487,31000
29,-0.002863424,-0.0031631852,32000
30,-0.002862624,-0.0031488806,33000
31,-0.0028580788,-0.0031461585,34000
32,-0.0028672728,-0.0031356355,35000
33,-0.0028685033,-0.003140263,36000
34,-0.0028683478,-0.0031392872,37000
35,-0.0028666097,-0.0031384022,38000
36,-0.0028695706,-0.0031420512,39000
