,loss_dataset_1,loss_dataset_2,data_size
0,-0.002661362,-0.0026558943,3000
1,-0.0026193392,-0.0026923146,4000
2,-0.0025430631,-0.0027377456,5000
3,-0.0025184795,-0.0027331654,6000
4,-0.0025377416,-0.0026592931,7000
5,-0.0025343185,-0.0026185687,8000
6,-0.0025670433,-0.0025953508,9000
7,-0.0025550914,-0.0026215222,10000
8,-0.0025354426,-0.0025644985,11000
9,-0.002594595,-0.0025665571,12000
10,-0.002591151,-0.0025502401,13000
11,-0.0026144963,-0.0025481025,14000
12,-0.0026179783,-0.002547046,15000
13,-0.002629822,-0.0025802068,16000
14,-0.0026240938,-0.0025778494,17000
15,-0.002621455,-0.0025624563,18000
16,-0.002610813,-0.0025705968,19000
17,-0.0026176898,-0.0025751106,20000
18,-0.0026072685,-0.0025524811,21000
19,-0.002587955,-0.0025513303,22000
20,-0.0025645767,-0.0025719746,23000
21,-0.0025646973,-0.0025760657,24000
22,-0.0025705819,-0.0025836315,25000
23,-0.002583937,-0.00256718,26000
24,-0.0025903338,-0.002574316,27000
25,-0.0025887643,-0.0025859547,28000
26,-0.0025931501,-0.0026009511,29000
27,-0.002571575,-0.002594007,30000
28,-0.002570526,-0.0025956435,31000
29,-0.002566831,-0.0025830714,32000
30,-0.0025536856,-0.0026084415,33000
31,-0.0025500203,-0.002610582,34000
32,-0.0025612018,-0.0026136686,35000
33,-0.002575877,-0.002623021,36000
34,-0.0025619797,-0.00263174,37000
35,-0.0025466715,-0.0026296137,38000
36,-0.0025504064,-0.0026340194,39000
