,loss_dataset_1,loss_dataset_2,data_size
0,-0.0020605947,-0.0022509184,3000
1,-0.00219889,-0.0022202567,4000
2,-0.0021799358,-0.0021918213,5000
3,-0.0022694708,-0.0022069006,6000
4,-0.0022646433,-0.0022422567,7000
5,-0.002245493,-0.0022323101,8000
6,-0.0022328093,-0.002263297,9000
7,-0.0022488637,-0.0022970173,10000
8,-0.0022508765,-0.002276913,11000
9,-0.002268655,-0.0023103524,12000
10,-0.0022579136,-0.0023146432,13000
11,-0.0022798665,-0.0023235828,14000
12,-0.0022651649,-0.0023140493,15000
13,-0.0022682068,-0.0023171324,16000
14,-0.0022580149,-0.0023553597,17000
15,-0.0022623597,-0.002369305,18000
16,-0.0022381886,-0.0023735634,19000
17,-0.002238476,-0.0023772637,20000
18,-0.0022466558,-0.0023784845,21000
19,-0.0022516698,-0.002364495,22000
20,-0.0022471668,-0.002359941,23000
21,-0.0022479838,-0.0023561507,24000
22,-0.0022597595,-0.0023446905,25000
23,-0.0022563853,-0.002355802,26000
24,-0.0022573792,-0.002347563,27000
25,-0.0022602214,-0.0023522426,28000
26,-0.002253846,-0.0023488353,29000
27,-0.0022418622,-0.002350956,30000
28,-0.0022371071,-0.002357404,31000
29,-0.0022363062,-0.0023624029,32000
30,-0.002236386,-0.0023702243,33000
31,-0.0022443694,-0.0023780575,34000
32,-0.002231985,-0.0023836645,35000
33,-0.0022235,-0.0023893593,36000
34,-0.0022159906,-0.0023865944,37000
35,-0.0022065435,-0.002400886,38000
36,-0.002211899,-0.002382812,39000
