,loss_dataset_1,loss_dataset_2,data_size
0,-0.0021313855,-0.0021412696,3000
1,-0.0020945524,-0.0022256111,4000
2,-0.002094849,-0.00228552,5000
3,-0.002091701,-0.0023441918,6000
4,-0.0020639903,-0.0024115318,7000
5,-0.0021358542,-0.0024149944,8000
6,-0.0021405008,-0.0023698213,9000
7,-0.002149448,-0.002330817,10000
8,-0.0021350868,-0.0022952058,11000
9,-0.0021300258,-0.0022998657,12000
10,-0.0021020258,-0.0023178873,13000
11,-0.0021029548,-0.0023516193,14000
12,-0.0021145975,-0.0023297064,15000
13,-0.002129827,-0.002321157,16000
14,-0.0021265708,-0.002317547,17000
15,-0.0021566392,-0.002309061,18000
16,-0.0021705595,-0.0022861215,19000
17,-0.0021756608,-0.0022810332,20000
18,-0.0021808273,-0.0022891487,21000
19,-0.0021824401,-0.0022904521,22000
20,-0.0021824325,-0.0023086024,23000
21,-0.0021883599,-0.0022829776,24000
22,-0.0022046992,-0.0022655628,25000
23,-0.0021861119,-0.002267483,26000
24,-0.0022072045,-0.0022828882,27000
25,-0.0022113563,-0.00226464,28000
26,-0.0022101675,-0.002252423,29000
27,-0.0022146308,-0.0022332019,30000
28,-0.0022078825,-0.0022214968,31000
29,-0.0022016147,-0.00222821,32000
30,-0.002191029,-0.002233175,33000
31,-0.0021839726,-0.002232797,34000
32,-0.0021809472,-0.0022320917,35000
33,-0.0021784818,-0.0022382282,36000
34,-0.0021736382,-0.0022301965,37000
35,-0.0021723185,-0.002215509,38000
36,-0.0021701965,-0.002222249,39000
