,epoch,loss
0,0.0,0.09763777256011963
1,1.0,0.09763181209564209
2,2.0,0.09767143428325653
3,3.0,0.0977124273777008
4,4.0,0.09774528443813324
5,5.0,0.09776908159255981
6,6.0,0.09779127687215805
7,7.0,0.09781213104724884
8,8.0,0.09782978147268295
9,9.0,0.09784457087516785
10,10.0,0.09785576909780502
11,11.0,0.09786543250083923
12,12.0,0.09787663072347641
13,13.0,0.09788244962692261
14,14.0,0.09787875413894653
15,15.0,0.09780416637659073
16,16.0,0.09779028594493866
17,17.0,0.09779827296733856
18,18.0,0.09780049324035645
19,19.0,0.09780152887105942
20,20.0,0.09779992699623108
21,21.0,0.09779629111289978
22,22.0,0.09778833389282227
23,23.0,0.09777317196130753
24,24.0,0.09773514419794083
25,25.0,0.09763909876346588
26,26.0,0.09767457842826843
27,27.0,0.09766632318496704
28,28.0,0.09769052267074585
29,29.0,0.0977008119225502
# <bound method Module.parameters of simple_ANN(   (l1): Linear(in_features=14, out_features=50, bias=True)   (l2): Linear(in_features=50, out_features=100, bias=True)   (l3): Linear(in_features=100, out_features=20, bias=True)   (output): Linear(in_features=20, out_features=8, bias=True)   (act): Sigmoid() )>\n
