,epoch,loss
0,1.0,0.10034942626953125
1,2.0,0.10010065138339996
2,3.0,0.10005621612071991
3,4.0,0.10004830360412598
4,5.0,0.10004813224077225
5,6.0,0.1000492125749588
6,7.0,0.1000501736998558
7,8.0,0.10005085170269012
8,9.0,0.10005135834217072
9,10.0,0.10005178302526474
10,11.0,0.10005219280719757
11,12.0,0.1000526174902916
12,13.0,0.10005306452512741
13,14.0,0.10005353391170502
14,15.0,0.1000540480017662
15,16.0,0.10005457699298859
16,17.0,0.10005512833595276
17,18.0,0.10005568712949753
18,19.0,0.1000562533736229
19,20.0,0.10005681961774826
20,21.0,0.10005736351013184
21,22.0,0.10005788505077362
22,23.0,0.10005838423967361
23,24.0,0.10005883872509003
24,25.0,0.10005925595760345
25,26.0,0.1000596433877945
26,27.0,0.10005998611450195
27,28.0,0.10006029158830643
28,29.0,0.10006055235862732
# <bound method Module.parameters of simple_ANN(   (l1): Linear(in_features=14, out_features=50, bias=True)   (l2): Linear(in_features=50, out_features=100, bias=True)   (l3): Linear(in_features=100, out_features=20, bias=True)   (output): Linear(in_features=20, out_features=8, bias=True)   (act): Sigmoid() )>\n
