,load_time_consume(s),test_time_consume(s),data_size
0,-0.8699710369110107,0.03299880027770996,3000
1,-0.86100172996521,0.03499770164489746,4000
2,-0.8510007858276367,0.0410001277923584,5000
3,-0.8660299777984619,0.04896998405456543,6000
4,-0.863030195236206,0.05797004699707031,7000
5,-0.8520302772521973,0.0669701099395752,8000
6,-0.8550288677215576,0.07297039031982422,9000
7,-0.8990004062652588,0.11599922180175781,10000
8,-0.863029956817627,0.09896993637084961,11000
9,-0.8540318012237549,0.10196852684020996,12000
10,-0.8560304641723633,0.1099693775177002,13000
11,-0.8550012111663818,0.11699938774108887,14000
12,-0.8560020923614502,0.1269984245300293,15000
13,-0.8580322265625,0.12796759605407715,16000
14,-0.8630321025848389,0.14096832275390625,17000
15,-0.8580365180969238,0.1479642391204834,18000
16,-0.8590335845947266,0.15596628189086914,19000
17,-0.8600318431854248,0.16896820068359375,20000
18,-0.8540019989013672,0.17099738121032715,21000
19,-0.8530304431915283,0.18197059631347656,22000
20,-0.8770003318786621,0.2200000286102295,23000
21,-0.8870313167572021,0.19896793365478516,24000
22,-0.8670334815979004,0.229966402053833,25000
23,-0.8619997501373291,0.2349998950958252,26000
24,-0.8590319156646729,0.21796846389770508,27000
25,-0.8520298004150391,0.22296881675720215,28000
26,-0.858029842376709,0.23897027969360352,29000
27,-0.8530323505401611,0.26996803283691406,30000
28,-0.8560314178466797,0.2579689025878906,31000
29,-0.8750004768371582,0.3380000591278076,32000
30,-0.8940014839172363,0.312999963760376,33000
31,-0.8820052146911621,0.3309950828552246,34000
32,-0.8820302486419678,0.32896924018859863,35000
33,-0.8800318241119385,0.33896875381469727,36000
34,-0.9130358695983887,0.39896416664123535,37000
35,-0.929999828338623,0.33499979972839355,38000
36,-0.8730010986328125,0.34999871253967285,39000
