,load_time_consume(s),test_time_consume(s),data_size
0,-1.0230021476745605,0.025968074798583984,3000
1,-1.013031005859375,0.03996896743774414,4000
2,-1.0110313892364502,0.04796862602233887,5000
3,-1.0420029163360596,0.07699728012084961,6000
4,-1.0160319805145264,0.0599675178527832,7000
5,-1.0210027694702148,0.06699800491333008,8000
6,-1.0150299072265625,0.07796931266784668,9000
7,-1.0340001583099365,0.11900019645690918,10000
8,-1.0189993381500244,0.08999991416931152,11000
9,-1.0220344066619873,0.11696553230285645,12000
10,-1.0270326137542725,0.11196780204772949,13000
11,-1.0160322189331055,0.14996838569641113,14000
12,-1.0300300121307373,0.12397027015686035,15000
13,-1.0130305290222168,0.1359701156616211,16000
14,-1.0150306224822998,0.1379692554473877,17000
15,-1.0590324401855469,0.1529676914215088,18000
16,-1.0160300731658936,0.1789696216583252,19000
17,-1.0270302295684814,0.17496967315673828,20000
18,-1.022029161453247,0.17496991157531738,21000
19,-1.0270001888275146,0.18500018119812012,22000
20,-1.0350005626678467,0.1999986171722412,23000
21,-1.0300300121307373,0.20097017288208008,24000
22,-1.0299999713897705,0.2330005168914795,25000
23,-1.0210015773773193,0.23099780082702637,26000
24,-1.0249996185302734,0.22299981117248535,27000
25,-1.0260004997253418,0.2589993476867676,28000
26,-1.0239999294281006,0.26999998092651367,29000
27,-1.0730295181274414,0.2479698657989502,30000
28,-1.0310022830963135,0.26399827003479004,31000
29,-1.039029836654663,0.25797080993652344,32000
30,-1.0300307273864746,0.28796935081481934,33000
31,-1.0470309257507324,0.32896995544433594,34000
32,-1.0320289134979248,0.28797149658203125,35000
33,-1.0480296611785889,0.2909698486328125,36000
34,-1.0160303115844727,0.30296897888183594,37000
35,-1.0290298461914062,0.32896924018859863,38000
36,-1.0350313186645508,0.31996798515319824,39000
