,loss_dataset_1,loss_dataset_2,data_size
0,-0.0027642397,-0.0043304474,3000
1,-0.0029619308,-0.00401652,4000
2,-0.003111448,-0.0042456943,5000
3,-0.0030219515,-0.004281784,6000
4,-0.0029038808,-0.0041520474,7000
5,-0.0028763863,-0.0040218607,8000
6,-0.002852484,-0.0039000064,9000
7,-0.0028957638,-0.0037180511,10000
8,-0.0029433519,-0.0035896811,11000
9,-0.0029971134,-0.003612048,12000
10,-0.0030854475,-0.0034921614,13000
11,-0.0030468258,-0.0034783043,14000
12,-0.0030714392,-0.0034262557,15000
13,-0.0030534687,-0.0033688413,16000
14,-0.0030525762,-0.0033543482,17000
15,-0.00303569,-0.0032734333,18000
16,-0.0030139557,-0.003220952,19000
17,-0.0030137543,-0.003280161,20000
18,-0.0030078879,-0.0032633806,21000
19,-0.0029760422,-0.0032784138,22000
20,-0.0029648982,-0.0033674035,23000
21,-0.0029619893,-0.0033470981,24000
22,-0.002973837,-0.0033677488,25000
23,-0.002972115,-0.0033225005,26000
24,-0.0029573208,-0.003307081,27000
25,-0.002978173,-0.0032807637,28000
26,-0.0029809822,-0.0032836776,29000
27,-0.0029972587,-0.0032997122,30000
28,-0.0029975744,-0.0032922395,31000
29,-0.0030065363,-0.0033371588,32000
30,-0.0029846244,-0.0033547645,33000
31,-0.0029717628,-0.0033605702,34000
32,-0.0029436622,-0.0033550656,35000
33,-0.002942511,-0.003321071,36000
34,-0.0029546127,-0.0033265196,37000
35,-0.0029502108,-0.003320519,38000
36,-0.0029403192,-0.0032949278,39000
