,trainning_time_consume(s),test_time_consume(s),epochs
0,5473.504755496979,0.746030330657959,1000
1,3158.2973730564117,0.535139799118042,1000
2,2057.0135746002197,0.5130350589752197,1000
3,3968.7842552661896,0.7195942401885986,1000
4,2077.6433663368225,0.5570268630981445,1000
5,2241.3743999004364,0.608997106552124,1000
6,4948.498913049698,0.6720304489135742,1000
7,4042.0827643871303,0.7300012111663818,1000
8,4580.642940998077,0.8900299072265625,1000
9,7064.523703813553,1.02704119682312,1000
10,4203.5503742694855,0.7940287590026855,1000
11,5460.960855722427,0.7970249652862549,1000
12,9027.721816301346,1.7765369415283203,1000
13,4931.987342357636,0.9239959716796876,1000
14,5460.861586093903,1.0542900562286377,1000
15,5250.552238941193,0.8860132694244385,1000
16,7509.3278975486755,0.8890297412872314,1000
17,5928.468593835831,0.8940234184265137,1000
18,3158.624478340149,0.5210018157958984,1000
19,3036.021995306015,0.5280334949493408,1000
20,9057.24314379692,1.0689878463745115,1000
21,5808.998829603195,1.133030891418457,1000
22,6178.8509113788605,1.1060781478881836,1000
23,6946.752486944199,1.114110231399536,1000
# cuda
