,Num_data,score
0,1000.0,0.9286450286277779
1,2000.0,0.9456792659304969
2,3000.0,0.951794522010031
3,4000.0,0.9554129548987771
4,5000.0,0.9595792931883295
5,6000.0,0.9638736200673952
6,7000.0,0.9680928350875548
7,8000.0,0.9699312482895112
8,9000.0,0.9699925287974179
9,10000.0,0.9699397584463687
10,11000.0,0.9701964030596137
11,12000.0,0.9694779742536064
12,13000.0,0.9713019190076821
13,14000.0,0.9738795275523401
14,15000.0,0.9734370167623498
15,16000.0,0.9738870682816709
16,17000.0,0.9747880235604444
17,18000.0,0.9750276823664157
18,19000.0,0.9751018644278029
19,20000.0,0.9742649290392397
20,21000.0,0.9753211228340981
21,22000.0,0.9753107131837088
22,23000.0,0.9753692637221665
23,24000.0,0.975924033634566
24,25000.0,0.9770821606390718
25,26000.0,0.9762339968485532
26,27000.0,0.9760119442848575
27,28000.0,0.9767013318152515
28,29000.0,0.9776922163213787
29,30000.0,0.9773761184097143
30,31000.0,0.976567103219145
31,32000.0,0.9791368194620977
32,33000.0,0.978585579563265
33,34000.0,0.9787396267241111
34,35000.0,0.9774952993883128
35,36000.0,0.979311639005646
36,37000.0,0.97874826343005
37,38000.0,0.9786268685866883
38,39000.0,0.9785645577225894
39,40000.0,0.979941669607727
40,41000.0,0.9789598178764363
41,42000.0,0.9791358194206732
42,43000.0,0.9798202312888618
43,44000.0,0.9795596410109862
44,45000.0,0.9785722548622127
45,46000.0,0.9797370939725205
46,47000.0,0.9796338001183134
47,48000.0,0.9804796945475829
# No comment\n
