,loss_dataset_1,loss_dataset_2,data_size
0,-0.0014820333,-0.001750183,3000
1,-0.0015238541,-0.001855016,4000
2,-0.0015133823,-0.0018068758,5000
3,-0.0015264811,-0.0018511374,6000
4,-0.0016097499,-0.0017623483,7000
5,-0.0016330361,-0.0017581923,8000
6,-0.0016567436,-0.0017374518,9000
7,-0.0016660022,-0.0017031083,10000
8,-0.0016509563,-0.0017642464,11000
9,-0.0016634715,-0.0017494896,12000
10,-0.0016808473,-0.0017670074,13000
11,-0.0016779221,-0.0017655705,14000
12,-0.0016940635,-0.0017972013,15000
13,-0.001689392,-0.0018094415,16000
14,-0.0016822458,-0.0017865952,17000
15,-0.0016985752,-0.0017961358,18000
16,-0.0016848306,-0.0017955287,19000
17,-0.0016842557,-0.0017969394,20000
18,-0.0016825295,-0.0017829066,21000
19,-0.0016894095,-0.0017836997,22000
20,-0.0016989447,-0.0017814842,23000
21,-0.0016918292,-0.0017727091,24000
22,-0.0016861706,-0.0017503472,25000
23,-0.001686542,-0.0017305572,26000
24,-0.0016769549,-0.0017291254,27000
25,-0.0016754157,-0.0017281864,28000
26,-0.0016699804,-0.0017228795,29000
27,-0.0016696968,-0.0017334813,30000
28,-0.0016682752,-0.0017562617,31000
29,-0.0016657125,-0.0017402453,32000
30,-0.001661419,-0.0017317144,33000
31,-0.0016644566,-0.0017257233,34000
32,-0.0016597224,-0.0017321315,35000
33,-0.0016559298,-0.0017331212,36000
34,-0.001653186,-0.0017337652,37000
35,-0.0016519617,-0.0017438608,38000
36,-0.0016505435,-0.0017427116,39000
