,loss_dataset_1,loss_dataset_2,data_size
0,-0.0021056258,-0.002657699,3000
1,-0.0020158514,-0.0026065349,4000
2,-0.0020029445,-0.002524382,5000
3,-0.0019841816,-0.0024709255,6000
4,-0.002040648,-0.0024535982,7000
5,-0.0020646853,-0.0023821676,8000
6,-0.0021254125,-0.0024210669,9000
7,-0.0021176126,-0.0024640532,10000
8,-0.0021049934,-0.0024139485,11000
9,-0.0021039993,-0.002399389,12000
10,-0.0021175216,-0.002436973,13000
11,-0.0021025487,-0.002405691,14000
12,-0.0021205028,-0.0023922017,15000
13,-0.002149156,-0.0023755163,16000
14,-0.002167169,-0.002382392,17000
15,-0.0021793747,-0.0023693696,18000
16,-0.002214027,-0.002358038,19000
17,-0.0022182548,-0.0023875048,20000
18,-0.0022079393,-0.0023980069,21000
19,-0.0022271,-0.0024259514,22000
20,-0.002199677,-0.0024210173,23000
21,-0.0022206223,-0.0024031792,24000
22,-0.0022249334,-0.002410718,25000
23,-0.0022278312,-0.0023942955,26000
24,-0.0022165165,-0.0023786637,27000
25,-0.002217146,-0.0023830677,28000
26,-0.002216944,-0.0023809487,29000
27,-0.002227413,-0.0023794519,30000
28,-0.002219651,-0.0023805466,31000
29,-0.0022268896,-0.0023820414,32000
30,-0.0022168464,-0.0023929998,33000
31,-0.0022126238,-0.0023966087,34000
32,-0.0022071302,-0.0024053706,35000
33,-0.0022071204,-0.0024231237,36000
34,-0.0022065996,-0.002400963,37000
35,-0.002214007,-0.002431892,38000
36,-0.0022338796,-0.0024315943,39000
