,loss_dataset_1,loss_dataset_2,data_size
0,-0.0038057053,-0.004302826,3000
1,-0.0038828156,-0.0041316105,4000
2,-0.0037925183,-0.004323014,5000
3,-0.0038048215,-0.0041673305,6000
4,-0.0038489937,-0.0041184016,7000
5,-0.0038639074,-0.004077251,8000
6,-0.003863892,-0.0040732035,9000
7,-0.0038442547,-0.0041491403,10000
8,-0.0038228035,-0.0041569136,11000
9,-0.0038751073,-0.0042314497,12000
10,-0.0038560655,-0.0042826356,13000
11,-0.003832425,-0.0042680423,14000
12,-0.0038783178,-0.004333715,15000
13,-0.0038797583,-0.0042604627,16000
14,-0.0038911088,-0.0042825686,17000
15,-0.003900452,-0.004257198,18000
16,-0.0039022989,-0.004262638,19000
17,-0.003923065,-0.0042033223,20000
18,-0.003912568,-0.004176744,21000
19,-0.0038967058,-0.0041790553,22000
20,-0.0038716465,-0.0041788765,23000
21,-0.003872552,-0.004197305,24000
22,-0.0038656315,-0.004188815,25000
23,-0.0038757685,-0.0041786293,26000
24,-0.003878702,-0.0041723293,27000
25,-0.0038852906,-0.0041520684,28000
26,-0.0038529255,-0.0041127163,29000
27,-0.0038567646,-0.0041159173,30000
28,-0.003869295,-0.004125789,31000
29,-0.0038643666,-0.004124954,32000
30,-0.0038611116,-0.004102174,33000
31,-0.0038624937,-0.0041026305,34000
32,-0.0038444782,-0.0041153426,35000
33,-0.0038428581,-0.004108162,36000
34,-0.0038298327,-0.0041040555,37000
35,-0.0038268135,-0.0041131405,38000
36,-0.0038472072,-0.00412063,39000
