,loss_dataset_1,loss_dataset_2,data_size
0,-0.0037640792,-0.004742203,3000
1,-0.0038704698,-0.0043623503,4000
2,-0.0037381202,-0.004395909,5000
3,-0.0038098278,-0.004327058,6000
4,-0.0038053603,-0.00418359,7000
5,-0.0038709815,-0.0040638126,8000
6,-0.0038613267,-0.0041363114,9000
7,-0.003862611,-0.00406433,10000
8,-0.0038367764,-0.004069088,11000
9,-0.003853877,-0.0040644538,12000
10,-0.0038639326,-0.004083181,13000
11,-0.003844516,-0.004079592,14000
12,-0.0038630133,-0.004101317,15000
13,-0.0038625496,-0.004069458,16000
14,-0.003876077,-0.004058372,17000
15,-0.0038645673,-0.004016338,18000
16,-0.0039024348,-0.0040178685,19000
17,-0.0038995822,-0.0040180655,20000
18,-0.0038974015,-0.004006387,21000
19,-0.0038866433,-0.0040071607,22000
20,-0.003892149,-0.0040570414,23000
21,-0.003877829,-0.0040569,24000
22,-0.0039151004,-0.0040782364,25000
23,-0.00392502,-0.0040611112,26000
24,-0.00392896,-0.0040630554,27000
25,-0.0038987224,-0.004084013,28000
26,-0.0038729971,-0.0040755067,29000
27,-0.0038838494,-0.0040826183,30000
28,-0.0038728784,-0.0040655406,31000
29,-0.0038706802,-0.004039675,32000
30,-0.003863026,-0.0040483815,33000
31,-0.0038463236,-0.0040119058,34000
32,-0.003846633,-0.0040025217,35000
33,-0.0038422467,-0.004005189,36000
34,-0.0038411145,-0.0039823353,37000
35,-0.0038310399,-0.0039852345,38000
36,-0.0038315018,-0.003973175,39000
