,loss_dataset_1,loss_dataset_2,data_size
0,-0.0036982242,-0.003188263,3000
1,-0.003706845,-0.0035897777,4000
2,-0.0036458487,-0.00347554,5000
3,-0.0036992095,-0.003565914,6000
4,-0.0036488078,-0.0037393477,7000
5,-0.003656903,-0.0037717824,8000
6,-0.003588697,-0.0037669335,9000
7,-0.0035559922,-0.003777552,10000
8,-0.0035424465,-0.0037780374,11000
9,-0.0035696882,-0.0037665132,12000
10,-0.003577116,-0.0037850118,13000
11,-0.0036315979,-0.003732144,14000
12,-0.003625471,-0.0037538472,15000
13,-0.003611932,-0.0037789652,16000
14,-0.0036006283,-0.003756966,17000
15,-0.0036079655,-0.003771239,18000
16,-0.0035919533,-0.0037979619,19000
17,-0.0035790312,-0.0037961518,20000
18,-0.0036263366,-0.003734368,21000
19,-0.0036188546,-0.0037387293,22000
20,-0.0035954555,-0.00374051,23000
21,-0.0035702684,-0.0037660743,24000
22,-0.0035651857,-0.0037558798,25000
23,-0.0035537425,-0.003775034,26000
24,-0.0035584325,-0.003789879,27000
25,-0.003581598,-0.0037859262,28000
26,-0.003585023,-0.0037941616,29000
27,-0.003573468,-0.0037721428,30000
28,-0.0035825935,-0.0037868544,31000
29,-0.003591167,-0.0037937935,32000
30,-0.003593902,-0.00378556,33000
31,-0.0035951985,-0.0037745535,34000
32,-0.0035888315,-0.0037830807,35000
33,-0.0035818657,-0.0037738867,36000
34,-0.0035715154,-0.0037738737,37000
35,-0.0035758046,-0.0037660692,38000
36,-0.0035887812,-0.0037550735,39000
