,loss_dataset_1,loss_dataset_2,data_size
0,-0.0049867756,-0.004274979,3000
1,-0.0050144535,-0.004471321,4000
2,-0.0049677137,-0.0045382124,5000
3,-0.0048197145,-0.004516826,6000
4,-0.0048102294,-0.004584773,7000
5,-0.004753672,-0.004614064,8000
6,-0.0048521194,-0.0049759876,9000
7,-0.00472581,-0.0050081885,10000
8,-0.004759109,-0.005008083,11000
9,-0.0048082112,-0.0050342195,12000
10,-0.0047274022,-0.005041201,13000
11,-0.004756091,-0.0051027834,14000
12,-0.004765975,-0.0050511486,15000
13,-0.0046951547,-0.004991971,16000
14,-0.004702426,-0.004900119,17000
15,-0.004664996,-0.0048080455,18000
16,-0.004621022,-0.0047741816,19000
17,-0.004667076,-0.004727458,20000
18,-0.004689395,-0.004748746,21000
19,-0.004661612,-0.0047868397,22000
20,-0.004676119,-0.004816428,23000
21,-0.0046739657,-0.004807059,24000
22,-0.0046721944,-0.0048788507,25000
23,-0.004683416,-0.0048714955,26000
24,-0.004684741,-0.0048756325,27000
25,-0.004708406,-0.0048955963,28000
26,-0.0046998425,-0.0049361563,29000
27,-0.00468872,-0.0048745796,30000
28,-0.004697801,-0.004885993,31000
29,-0.0047349003,-0.0048438865,32000
30,-0.0047137407,-0.0048460714,33000
31,-0.004708792,-0.0048035756,34000
32,-0.0047139865,-0.004800222,35000
33,-0.004711961,-0.0048248298,36000
34,-0.004721624,-0.00485064,37000
35,-0.0046815868,-0.004846465,38000
36,-0.0046539153,-0.00486763,39000
