,loss_dataset_1,loss_dataset_2,data_size
0,-0.002599655,-0.0024555745,3000
1,-0.0025177356,-0.0024695192,4000
2,-0.0024362043,-0.0027844138,5000
3,-0.0024128135,-0.0028013545,6000
4,-0.0024052896,-0.0027832491,7000
5,-0.0023673472,-0.0027287751,8000
6,-0.0024403916,-0.0027147129,9000
7,-0.002428065,-0.0026814328,10000
8,-0.0024146724,-0.002608758,11000
9,-0.002404814,-0.0025801165,12000
10,-0.0023700697,-0.0026254435,13000
11,-0.002357428,-0.0026252083,14000
12,-0.0023976888,-0.002596736,15000
13,-0.0023972308,-0.0025849272,16000
14,-0.0023950622,-0.002604595,17000
15,-0.0023983128,-0.002577892,18000
16,-0.0023956427,-0.0025405278,19000
17,-0.0023887716,-0.002553846,20000
18,-0.002380521,-0.002544489,21000
19,-0.0023841292,-0.002536099,22000
20,-0.0023848466,-0.002544964,23000
21,-0.002375675,-0.002537291,24000
22,-0.0023637137,-0.0025236593,25000
23,-0.0023612457,-0.0025370105,26000
24,-0.0023498868,-0.0025204148,27000
25,-0.0023453033,-0.0025065118,28000
26,-0.0023457431,-0.0024739194,29000
27,-0.0023539197,-0.0024752372,30000
28,-0.0023584128,-0.002490148,31000
29,-0.0023714956,-0.0024811132,32000
30,-0.0023601805,-0.0024697601,33000
31,-0.0023544272,-0.0024750065,34000
32,-0.0023629158,-0.0024677555,35000
33,-0.0023546622,-0.002463364,36000
34,-0.0023659128,-0.0024574497,37000
35,-0.002359535,-0.002430662,38000
36,-0.0023552096,-0.0024332437,39000
