,test_time_consume(s)
0,0.003045320510864258
1,0.002981901168823242
2,0.002002716064453125
3,0.0019986629486083984
4,0.0029714107513427734
5,0.002999544143676758
6,0.0020236968994140625
7,0.0019774436950683594
8,0.0020287036895751953
9,0.0019998550415039062
10,0.0020029544830322266
11,0.001996278762817383
12,0.0009999275207519531
13,0.0019965171813964844
14,0.002003192901611328
15,0.001972675323486328
16,0.0020294189453125
17,0.001998424530029297
18,0.0020008087158203125
19,0.001971721649169922
20,0.0019998550415039062
21,0.0020296573638916016
22,0.001998424530029297
23,0.0019998550415039062
24,0.0020008087158203125
25,0.0019991397857666016
26,0.003000497817993164
27,0.0020012855529785156
28,0.001998424530029297
29,0.0030012130737304688
30,0.0019996166229248047
31,0.0029723644256591797
32,0.0019996166229248047
33,0.002027750015258789
34,0.0030007362365722656
35,0.0019991397857666016
36,0.002001047134399414
37,0.0030024051666259766
38,0.001997232437133789
39,0.0029993057250976562
40,0.0020072460174560547
41,0.0019927024841308594
42,0.002000570297241211
43,0.0019996166229248047
44,0.0030007362365722656
45,0.0019986629486083984
46,0.001973390579223633
47,0.002027273178100586
48,0.0019996166229248047
49,0.003002166748046875
50,0.000997781753540039
51,0.002000570297241211
52,0.0019998550415039062
53,0.0019969940185546875
54,0.0019741058349609375
55,0.0020294189453125
56,0.0019958019256591797
57,0.002000093460083008
58,0.0019998550415039062
59,0.0019757747650146484
60,0.0010235309600830078
61,0.002000570297241211
62,0.0019991397857666016
63,0.002000570297241211
64,0.0019774436950683594
65,0.002022266387939453
66,0.0019996166229248047
67,0.002002716064453125
68,0.0009980201721191406
69,0.0020017623901367188
70,0.001997709274291992
71,0.002000093460083008
72,0.002000093460083008
73,0.0010001659393310547
74,0.0020067691802978516
75,0.0019927024841308594
76,0.002000570297241211
77,0.0010750293731689453
78,0.0019257068634033203
79,0.001999378204345703
80,0.0020012855529785156
81,0.0009987354278564453
82,0.002000093460083008
83,0.0019996166229248047
84,0.0019986629486083984
85,0.002001047134399414
86,0.0009996891021728516
87,0.0020008087158203125
88,0.001997232437133789
89,0.002005338668823242
90,0.000997304916381836
91,0.0020008087158203125
92,0.0019996166229248047
93,0.0020020008087158203
94,0.0019969940185546875
95,0.002004861831665039
96,0.0019960403442382812
97,0.0010025501251220703
98,0.0019974708557128906
99,0.0019998550415039062
100,0.0019998550415039062
101,0.004004001617431641
102,0.0030219554901123047
103,0.0020122528076171875
104,0.0019872188568115234
105,0.0019769668579101562
106,0.0020279884338378906
107,0.0019996166229248047
108,0.001970529556274414
109,0.002000093460083008
110,0.0009999275207519531
111,0.002000093460083008
112,0.002000093460083008
113,0.0019998550415039062
114,0.0019998550415039062
115,0.002000093460083008
116,0.0009996891021728516
117,0.0020003318786621094
118,0.002000093460083008
119,0.002000093460083008
120,0.0019996166229248047
121,0.0019998550415039062
122,0.002000570297241211
123,0.0019996166229248047
124,0.0009999275207519531
125,0.002000093460083008
126,0.0019998550415039062
127,0.002000093460083008
128,0.002000093460083008
129,0.0019998550415039062
130,0.0019998550415039062
131,0.0010006427764892578
132,0.0019998550415039062
133,0.0019996166229248047
134,0.0020003318786621094
135,0.0019996166229248047
136,0.002000093460083008
137,0.0019998550415039062
138,0.0010004043579101562
139,0.002000093460083008
140,0.0019996166229248047
141,0.0019998550415039062
142,0.0020008087158203125
143,0.0019989013671875
144,0.0020008087158203125
145,0.0019996166229248047
146,0.0019996166229248047
147,0.0010008811950683594
148,0.0019998550415039062
149,0.0019996166229248047
150,0.002000093460083008
151,0.0019998550415039062
152,0.002000570297241211
153,0.0019998550415039062
154,0.0019996166229248047
155,0.0009999275207519531
156,0.0020003318786621094
157,0.0019996166229248047
158,0.002000570297241211
159,0.0019996166229248047
160,0.0020003318786621094
161,0.0019998550415039062
162,0.0020003318786621094
163,0.0019996166229248047
164,0.0029997825622558594
165,0.0019998550415039062
166,0.002000093460083008
167,0.0009999275207519531
168,0.0019996166229248047
169,0.0020003318786621094
170,0.002000570297241211
171,0.0019996166229248047
172,0.0020003318786621094
173,0.001999378204345703
174,0.0010001659393310547
175,0.002000570297241211
176,0.001999378204345703
177,0.0020003318786621094
178,0.0019996166229248047
179,0.002000570297241211
180,0.001999378204345703
181,0.0010006427764892578
182,0.0019991397857666016
183,0.0019998550415039062
184,0.002000570297241211
185,0.0019998550415039062
186,0.0009999275207519531
187,0.002000093460083008
188,0.002000093460083008
189,0.002000093460083008
190,0.0009999275207519531
191,0.002000093460083008
192,0.0020003318786621094
193,0.0019998550415039062
194,0.0019998550415039062
195,0.00099945068359375
196,0.002000570297241211
197,0.0019996166229248047
198,0.0020003318786621094
199,0.0009999275207519531
200,0.002000093460083008
201,0.002000093460083008
# cpu
