,epoch,loss
0,1.0,0.25038424134254456
1,2.0,0.24874328076839447
2,3.0,0.2472001165151596
3,4.0,0.2457534223794937
4,5.0,0.2444033920764923
5,6.0,0.24314795434474945
6,7.0,0.24198423326015472
7,8.0,0.24090878665447235
8,9.0,0.23991665244102478
9,10.0,0.23900330066680908
10,11.0,0.23816454410552979
11,12.0,0.2373938411474228
12,13.0,0.23668669164180756
13,14.0,0.2360386997461319
14,15.0,0.2354453057050705
15,16.0,0.23490260541439056
16,17.0,0.234405979514122
17,18.0,0.23395217955112457
18,19.0,0.2335379421710968
# <bound method Module.parameters of simple_ANN(
  (l1): Linear(in_features=6, out_features=50, bias=True)
  (l2): Linear(in_features=50, out_features=100, bias=True)
  (l3): Linear(in_features=100, out_features=20, bias=True)
  (output): Linear(in_features=20, out_features=4, bias=True)
  (act): Sigmoid()
)>/n
