,trainning_time_consume(s),test_time_consume(s)
0,6.410393714904785,0.018097639083862305
1,6.008054733276367,0.018198251724243164
2,6.107311964035034,0.017263412475585938
3,6.124945640563965,0.017784595489501953
4,6.162475109100342,0.018318891525268555
5,6.022419452667236,0.01796579360961914
6,6.090064764022827,0.017913818359375
7,6.293257236480713,0.017792463302612305
8,6.179837465286255,0.01828765869140625
9,6.003868579864502,0.018028974533081055
10,6.0777058601379395,0.01773810386657715
11,6.252284288406372,0.017969369888305664
12,5.987964630126953,0.018221616744995117
13,6.006664752960205,0.017878293991088867
14,6.0697526931762695,0.018202781677246094
15,6.341727256774902,0.017528533935546875
16,6.036394357681274,0.01747751235961914
17,6.0462329387664795,0.0174558162689209
18,6.01481556892395,0.017301321029663086
19,5.972157716751099,0.017078161239624023
20,6.004064559936523,0.01764082908630371
21,6.0406107902526855,0.017394065856933594
22,6.033930063247681,0.017493247985839844
23,5.963886260986328,0.017470121383666992
24,6.29424262046814,0.017594575881958008
25,6.033129453659058,0.017479896545410156
26,6.016778469085693,0.017540931701660156
27,6.037063121795654,0.017261505126953125
28,5.957198858261108,0.017608642578125
29,5.897413492202759,0.016315698623657227
30,5.459568500518799,0.016175508499145508
31,5.442664623260498,0.016160249710083008
32,5.3838067054748535,0.015794992446899414
33,5.295142889022827,0.015282392501831055
34,5.153536796569824,0.015076875686645508
35,4.966669797897339,0.014039754867553711
36,5.874134302139282,0.016796588897705078
37,5.707289457321167,0.016143321990966797
38,5.541615724563599,0.014908313751220703
39,4.667072772979736,0.013964414596557617
40,5.869654417037964,0.01690983772277832
41,5.474247455596924,0.015337467193603516
42,5.158644437789917,0.01564192771911621
43,4.690651893615723,0.01343083381652832
44,5.966580867767334,0.017038345336914062
45,5.752631187438965,0.01641106605529785
46,5.328314304351807,0.014577388763427734
47,4.282570123672485,0.013620376586914062
48,4.776118040084839,0.014178276062011719
49,4.278151988983154,0.013209104537963867
50,4.100172758102417,0.013353109359741211
51,4.116725921630859,0.01318502426147461
52,4.189485311508179,0.013256072998046875
53,4.130857467651367,0.013175249099731445
54,4.112287521362305,0.013248443603515625
55,4.495481729507446,0.013830184936523438
56,4.238909482955933,0.013972043991088867
57,4.6029181480407715,0.013704538345336914
58,4.616441011428833,0.013102531433105469
59,4.441339731216431,0.013943195343017578
