,loss_dataset_1,loss_dataset_2,data_size
0,-0.0019525377,-0.0022185012,3000
1,-0.0018753794,-0.0021721737,4000
2,-0.0019508967,-0.0020014907,5000
3,-0.0019757806,-0.0020343226,6000
4,-0.001948395,-0.0019971975,7000
5,-0.001942769,-0.0019935917,8000
6,-0.0018728822,-0.002006459,9000
7,-0.0018694417,-0.001996251,10000
8,-0.0018451137,-0.0019707908,11000
9,-0.0018224242,-0.001988894,12000
10,-0.0018332619,-0.002028522,13000
11,-0.0018332613,-0.0020380104,14000
12,-0.0018529266,-0.0020258017,15000
13,-0.0018380621,-0.0020761308,16000
14,-0.0018501886,-0.0020774985,17000
15,-0.0018430738,-0.0020794128,18000
16,-0.0018601179,-0.0020901528,19000
17,-0.001850372,-0.0020879142,20000
18,-0.0018553047,-0.0021005468,21000
19,-0.0018719885,-0.0020998812,22000
20,-0.0018890185,-0.0021037853,23000
21,-0.0018793363,-0.0021008204,24000
22,-0.0018813991,-0.0021065462,25000
23,-0.0018656368,-0.0020768757,26000
24,-0.0018644476,-0.0020840284,27000
25,-0.001870645,-0.0020973724,28000
26,-0.0018697925,-0.0021057478,29000
27,-0.0018696024,-0.002113572,30000
28,-0.0018673356,-0.0020982288,31000
29,-0.0018660931,-0.0020998938,32000
30,-0.0018623637,-0.0020909412,33000
31,-0.0018560799,-0.0020742903,34000
32,-0.001853407,-0.0020638215,35000
33,-0.0018568997,-0.0020630716,36000
34,-0.0018599287,-0.0020508254,37000
35,-0.001854665,-0.002044743,38000
36,-0.0018539857,-0.002045373,39000
