,loss_dataset_1,loss_dataset_2,data_size
0,-0.0022657241,-0.002000689,3000
1,-0.0022355209,-0.002132859,4000
2,-0.0021431488,-0.0021417257,5000
3,-0.0021396896,-0.002147192,6000
4,-0.0021688535,-0.0021741416,7000
5,-0.002114914,-0.0021108433,8000
6,-0.0021258576,-0.0021255766,9000
7,-0.0021236343,-0.0020908765,10000
8,-0.002114121,-0.0020994633,11000
9,-0.0021744184,-0.0020864292,12000
10,-0.002166221,-0.0021267186,13000
11,-0.002158773,-0.0021383313,14000
12,-0.002135764,-0.0021639194,15000
13,-0.0021404023,-0.0021487323,16000
14,-0.002133516,-0.0021337585,17000
15,-0.002117844,-0.0021382694,18000
16,-0.0021251529,-0.0021448852,19000
17,-0.0021126256,-0.0021385418,20000
18,-0.0021024079,-0.0021349713,21000
19,-0.002085267,-0.0021320062,22000
20,-0.0020916,-0.0021376503,23000
21,-0.002089704,-0.0021490434,24000
22,-0.002090218,-0.0021359771,25000
23,-0.0020990719,-0.0021379676,26000
24,-0.0020986437,-0.0021359746,27000
25,-0.0020914194,-0.002140199,28000
26,-0.0020766892,-0.002127779,29000
27,-0.0020734698,-0.002134702,30000
28,-0.002069903,-0.002135929,31000
29,-0.0020680206,-0.0021433728,32000
30,-0.0020659126,-0.0021401772,33000
31,-0.0020524508,-0.0021533442,34000
32,-0.0020468065,-0.002159683,35000
33,-0.002046079,-0.0021627264,36000
34,-0.0020432232,-0.0021570153,37000
35,-0.0020448116,-0.0021488133,38000
36,-0.0020413087,-0.0021436606,39000
