,loss_dataset_1,loss_dataset_2,data_size
0,-0.0032877624,-0.00333468,3000
1,-0.003298528,-0.0032385513,4000
2,-0.0032692135,-0.0032692566,5000
3,-0.0033507913,-0.0032286688,6000
4,-0.0032491,-0.0031834387,7000
5,-0.0032878194,-0.0032283845,8000
6,-0.0032784143,-0.003247428,9000
7,-0.0032824152,-0.0032229063,10000
8,-0.0032917117,-0.0032604276,11000
9,-0.0033474728,-0.0032591932,12000
10,-0.003343951,-0.0032572045,13000
11,-0.0033267848,-0.003246732,14000
12,-0.0033491342,-0.003337381,15000
13,-0.0033719242,-0.0033998187,16000
14,-0.0033702678,-0.0034089095,17000
15,-0.0033692226,-0.0033948787,18000
16,-0.0033459277,-0.003392363,19000
17,-0.0033114809,-0.0033723968,20000
18,-0.003319195,-0.0033648275,21000
19,-0.0033005036,-0.003332282,22000
20,-0.0033204618,-0.0033542935,23000
21,-0.0032907755,-0.0033606694,24000
22,-0.003278268,-0.0033712075,25000
23,-0.0032745402,-0.003395011,26000
24,-0.0032672067,-0.0033677393,27000
25,-0.0032759742,-0.0033711437,28000
26,-0.003283924,-0.0033701763,29000
27,-0.00327219,-0.0033566325,30000
28,-0.0032764997,-0.0033846248,31000
29,-0.0032773006,-0.0033941935,32000
30,-0.0032667979,-0.0034115426,33000
31,-0.0032727527,-0.0034039035,34000
32,-0.0032669033,-0.0034307868,35000
33,-0.0032511235,-0.0034626399,36000
34,-0.003251586,-0.0034790845,37000
35,-0.0032461192,-0.0034855157,38000
36,-0.003250198,-0.0034734227,39000
