,load_time_consume(s),test_time_consume(s),data_size
0,3.453000545501709,0.11099958419799805,3000
1,3.239999532699585,0.20999979972839355,4000
2,2.9520318508148193,0.15796875953674316,5000
3,3.718000650405884,0.17599940299987793,6000
4,3.4010002613067627,0.19899964332580566,7000
5,3.3070030212402344,0.21099543571472168,8000
6,3.720000982284546,0.24199867248535156,9000
7,3.37903094291687,0.48597168922424316,10000
8,3.212000846862793,0.36099839210510254,11000
9,3.8585104942321777,0.365999698638916,12000
10,3.458001136779785,0.8899996280670166,13000
11,3.252047061920166,0.39695191383361816,14000
12,4.782001256942749,0.524000883102417,15000
13,3.226001739501953,0.9009978771209717,16000
14,3.5160295963287354,0.45596861839294434,17000
15,4.831000566482544,0.4940001964569092,18000
16,3.05199933052063,0.7859995365142822,19000
17,3.853245258331299,0.6049978733062744,20000
18,4.58500075340271,0.6519997119903564,21000
19,3.348508596420288,0.6900002956390381,22000
20,4.578512191772461,0.6019997596740723,23000
21,3.2845726013183594,1.5430002212524414,24000
22,2.7879981994628906,0.8019998073577881,25000
23,3.926999568939209,0.762000322341919,26000
24,3.4090006351470947,1.3310003280639648,27000
25,2.634002208709717,1.3759984970092773,28000
26,3.0340001583099365,0.8380007743835449,29000
27,3.5109996795654297,1.2360012531280518,30000
28,3.0250327587127686,0.895965576171875,31000
29,3.6800010204315186,0.8390018939971924,32000
30,3.481999158859253,1.194000244140625,33000
31,2.6479973793029785,0.9875123500823975,34000
32,3.8765435218811035,0.8719661235809326,35000
33,3.9485106468200684,1.5009992122650146,36000
34,2.7155439853668213,1.8239986896514893,37000
35,3.180739164352417,1.0499751567840576,38000
36,3.766512155532837,1.587998628616333,39000
