,loss_dataset_1,loss_dataset_2,data_size
0,-0.0022812826,-0.002358362,3000
1,-0.002313038,-0.0023210014,4000
2,-0.0023075643,-0.0024608336,5000
3,-0.002259027,-0.0025301294,6000
4,-0.002242793,-0.0025222634,7000
5,-0.0022554055,-0.0025762839,8000
6,-0.0022289697,-0.0025267333,9000
7,-0.0022504807,-0.002512784,10000
8,-0.0022102003,-0.002516026,11000
9,-0.002222901,-0.0025029422,12000
10,-0.0022362007,-0.002514408,13000
11,-0.0022910824,-0.0025090573,14000
12,-0.0023172984,-0.002511639,15000
13,-0.0023132937,-0.0025054195,16000
14,-0.0023154952,-0.0024923573,17000
15,-0.0023190917,-0.002493022,18000
16,-0.002324797,-0.002470981,19000
17,-0.0023211332,-0.0024748577,20000
18,-0.0022868917,-0.0024677117,21000
19,-0.0023145063,-0.0024541188,22000
20,-0.0023210135,-0.0024518066,23000
21,-0.0023257695,-0.0024264979,24000
22,-0.002330925,-0.002417011,25000
23,-0.002333561,-0.0024227407,26000
24,-0.0023270354,-0.002405922,27000
25,-0.0023455296,-0.002398288,28000
26,-0.0023348096,-0.0023986727,29000
27,-0.0023318937,-0.0024119052,30000
28,-0.0023324236,-0.0024017121,31000
29,-0.0023350895,-0.0024066924,32000
30,-0.0023362187,-0.0024071902,33000
31,-0.0023231376,-0.0024042816,34000
32,-0.0023209623,-0.0023846845,35000
33,-0.0023200596,-0.002397361,36000
34,-0.002329795,-0.0024017699,37000
35,-0.0023462924,-0.0024015505,38000
36,-0.0023478684,-0.0024076994,39000
