,loss_dataset_1,loss_dataset_2,data_size
0,-0.003508416,-0.0035421245,3000
1,-0.003428056,-0.0038667482,4000
2,-0.0035580397,-0.0042750216,5000
3,-0.0034224635,-0.004546365,6000
4,-0.0035373091,-0.004259157,7000
5,-0.0035334218,-0.004237229,8000
6,-0.0036049287,-0.003950797,9000
7,-0.003733753,-0.003729324,10000
8,-0.003698757,-0.0036346826,11000
9,-0.0036849536,-0.003585644,12000
10,-0.0036474979,-0.0036010381,13000
11,-0.003666952,-0.0035940001,14000
12,-0.0037560675,-0.0035576771,15000
13,-0.0037110865,-0.0035268404,16000
14,-0.0037157692,-0.0034858119,17000
15,-0.0036952666,-0.0034553201,18000
16,-0.0037405316,-0.003461683,19000
17,-0.0036973925,-0.0035606697,20000
18,-0.003662303,-0.0035608287,21000
19,-0.003641472,-0.0035783553,22000
20,-0.0036274123,-0.003548343,23000
21,-0.0036140308,-0.0035873374,24000
22,-0.0035940825,-0.0035517078,25000
23,-0.0035680982,-0.003513754,26000
24,-0.003585688,-0.0035291456,27000
25,-0.0035966097,-0.0035218399,28000
26,-0.0035899524,-0.0035355715,29000
27,-0.003559022,-0.0035815798,30000
28,-0.0035325524,-0.0035530487,31000
29,-0.003560651,-0.0035264997,32000
30,-0.003584589,-0.0035427685,33000
31,-0.0035513907,-0.003523194,34000
32,-0.0035461718,-0.0035087096,35000
33,-0.0035312066,-0.0035278623,36000
34,-0.0035353068,-0.0035102621,37000
35,-0.0035057764,-0.0035122493,38000
36,-0.0035319522,-0.0035486806,39000
