,loss_dataset_1,loss_dataset_2,data_size
0,-0.0038033675,-0.0041888165,3000
1,-0.0037605984,-0.004084072,4000
2,-0.0036571326,-0.003919544,5000
3,-0.003774427,-0.003893406,6000
4,-0.0039835777,-0.0040680184,7000
5,-0.0039992216,-0.0040920507,8000
6,-0.00392477,-0.004154175,9000
7,-0.0038788596,-0.004130646,10000
8,-0.0038603384,-0.0040685227,11000
9,-0.0038758463,-0.004031423,12000
10,-0.0039328784,-0.0040267347,13000
11,-0.003973424,-0.00395507,14000
12,-0.003975171,-0.0040006815,15000
13,-0.0040029376,-0.004037848,16000
14,-0.004030351,-0.0040595373,17000
15,-0.0040411865,-0.00402201,18000
16,-0.0040631928,-0.004064808,19000
17,-0.0040221084,-0.0040870644,20000
18,-0.004020843,-0.0040351963,21000
19,-0.004000246,-0.0040252274,22000
20,-0.003933343,-0.0040851696,23000
21,-0.0039382055,-0.004062222,24000
22,-0.0039335084,-0.0040376554,25000
23,-0.003912537,-0.0039980034,26000
24,-0.003917889,-0.0039834604,27000
25,-0.0039160275,-0.0040257988,28000
26,-0.0039016416,-0.00403484,29000
27,-0.0038881327,-0.004023016,30000
28,-0.0038614634,-0.004027549,31000
29,-0.0038576059,-0.0040521827,32000
30,-0.0038443897,-0.004066677,33000
31,-0.0038408462,-0.004082217,34000
32,-0.0038255833,-0.0041158595,35000
33,-0.0038089429,-0.0041001556,36000
34,-0.0038235467,-0.004105758,37000
35,-0.0038054015,-0.004097791,38000
36,-0.0038194489,-0.0040997,39000
