,trainning_time_consume(s),test_time_consume(s)
0,5.856044054031372,0.0009999275207519531
1,5.224021911621094,0.010999202728271484
2,6.6411356925964355,0.002001047134399414
3,4.7315590381622314,0.006000518798828125
4,7.9450483322143555,0.0010006427764892578
5,13.041338920593262,0.0030002593994140625
6,5.199044227600098,0.00099945068359375
7,4.780685901641846,0.003000020980834961
8,8.268476247787476,0.0010004043579101562
9,4.428034782409668,0.0010006427764892578
10,8.099144220352173,0.0019998550415039062
11,10.513238191604614,0.0020008087158203125
12,9.403490781784058,0.003999471664428711
13,4.791008234024048,0.002002239227294922
14,8.028576374053955,0.0030019283294677734
15,4.84304666519165,0.0030024051666259766
16,4.688528060913086,0.0010008811950683594
17,8.149198770523071,0.0010013580322265625
18,4.943943738937378,0.0009999275207519531
19,8.809515953063965,0.001999378204345703
20,5.250137090682983,0.002001047134399414
21,8.893891096115112,0.0029997825622558594
22,5.311526775360107,0.004998922348022461
23,5.0685272216796875,0.0
24,9.964786767959595,0.005000114440917969
25,5.163999319076538,0.0009999275207519531
26,7.125541925430298,0.002000570297241211
27,4.913287162780762,0.0010018348693847656
28,8.622031927108765,0.0010027885437011719
29,5.116512060165405,0.0010006427764892578
30,4.265103340148926,0.0009999275207519531
31,4.506052017211914,0.00099945068359375
32,5.004029989242554,0.00299835205078125
33,7.153023958206177,0.0009922981262207031
34,5.386516332626343,0.002024412155151367
35,7.456709861755371,0.002000570297241211
36,7.018999814987183,0.002001047134399414
37,8.87103271484375,0.002000093460083008
38,4.864514112472534,0.0
39,8.507907152175903,0.011996984481811523
40,4.251809120178223,0.0010004043579101562
41,9.933053731918335,0.0020003318786621094
42,7.00957989692688,0.0020008087158203125
43,4.385536432266235,0.008001089096069336
44,5.117534160614014,0.0019996166229248047
45,8.290570974349976,0.0060007572174072266
46,5.2017576694488525,0.0009992122650146484
47,9.302092790603638,0.0020003318786621094
48,8.067678451538086,0.01299905776977539
49,5.274480581283569,0.0010001659393310547
# cuda
