,load_time_consume(s),test_time_consume(s),data_size
0,-0.43197083473205566,0.02700066566467285,3000
1,-0.4470217227935791,0.03300023078918457,4000
2,-0.43153858184814453,0.028969287872314453,5000
3,-0.4240071773529053,0.029992103576660156,6000
4,-0.43350648880004883,0.054999589920043945,7000
5,-0.4220292568206787,0.03397011756896973,8000
6,-0.43402528762817383,0.04097485542297363,9000
7,-0.4270002841949463,0.07299923896789551,10000
8,-0.44703030586242676,0.07750940322875977,11000
9,-0.4420011043548584,0.05399942398071289,12000
10,-0.4290010929107666,0.07399940490722656,13000
11,-0.4280247688293457,0.06197524070739746,14000
12,-0.427534818649292,0.07597160339355469,15000
13,-0.43102550506591797,0.06697440147399902,16000
14,-0.4330008029937744,0.08600020408630371,17000
15,-0.4379997253417969,0.07399964332580566,18000
16,-0.42400097846984863,0.07999849319458008,19000
17,-0.4250006675720215,0.10199975967407227,20000
18,-0.4381258487701416,0.09698128700256348,21000
19,-0.44100069999694824,0.13399958610534668,22000
20,-0.43553709983825684,0.12299776077270508,23000
21,-0.43202829360961914,0.10097289085388184,24000
22,-0.42953038215637207,0.10497689247131348,25000
23,-0.43403172492980957,0.12796735763549805,26000
24,-0.44931602478027344,0.1099708080291748,27000
25,-0.43899989128112793,0.140000581741333,28000
26,-0.4450416564941406,0.13599801063537598,29000
27,-0.4370400905609131,0.12197637557983398,30000
28,-0.43001532554626465,0.14398550987243652,31000
29,-0.4330015182495117,0.14299750328063965,32000
30,-0.4230315685272217,0.1309678554534912,33000
31,-0.4310288429260254,0.15197086334228516,34000
32,-0.42502880096435547,0.13997125625610352,35000
33,-0.4360015392303467,0.14699912071228027,36000
34,-0.4400007724761963,0.17799830436706543,37000
35,-0.43200039863586426,0.1770002841949463,38000
36,-0.432023286819458,0.1669774055480957,39000
