,loss_dataset_1,loss_dataset_2,data_size
0,-0.0031570867,-0.0032267428,3000
1,-0.0031682467,-0.003097969,4000
2,-0.0030937484,-0.003355855,5000
3,-0.0031957794,-0.00335257,6000
4,-0.0031449562,-0.0034292547,7000
5,-0.003153609,-0.003281271,8000
6,-0.0032944686,-0.0034383405,9000
7,-0.0033289194,-0.0032896113,10000
8,-0.003372306,-0.0031956143,11000
9,-0.0033486837,-0.0031836412,12000
10,-0.0033564933,-0.0031165339,13000
11,-0.003357213,-0.0031545598,14000
12,-0.0033574176,-0.0031064313,15000
13,-0.0033173796,-0.0030777324,16000
14,-0.0033532123,-0.0030236386,17000
15,-0.0033061244,-0.003102797,18000
16,-0.0033197375,-0.0030543397,19000
17,-0.0033040987,-0.003048083,20000
18,-0.0032880378,-0.0030832726,21000
19,-0.0032750748,-0.0030315502,22000
20,-0.0032831181,-0.0030200945,23000
21,-0.0032564886,-0.0030615742,24000
22,-0.0032492734,-0.0030601027,25000
23,-0.0032509181,-0.0030393843,26000
24,-0.0032382372,-0.0030542098,27000
25,-0.0032189107,-0.0030513005,28000
26,-0.0032031545,-0.0030565166,29000
27,-0.003191325,-0.0030497077,30000
28,-0.0031892948,-0.0030382026,31000
29,-0.0031807742,-0.0030209124,32000
30,-0.0031872692,-0.0030105987,33000
31,-0.0031831458,-0.0030219394,34000
32,-0.003185455,-0.0030052494,35000
33,-0.0032101215,-0.0030390664,36000
34,-0.0032054915,-0.0030544335,37000
35,-0.003194944,-0.0030598808,38000
36,-0.0031805022,-0.0030767259,39000
