,epoch,loss
0,0.0,0.22544845938682556
1,1.0,0.18924078345298767
2,2.0,0.1681130826473236
3,3.0,0.1553478091955185
4,4.0,0.14833274483680725
5,5.0,0.1442297399044037
6,6.0,0.14148546755313873
7,7.0,0.13979187607765198
8,8.0,0.13890329003334045
9,9.0,0.13838143646717072
10,10.0,0.13800111413002014
11,11.0,0.1377478688955307
12,12.0,0.1375812441110611
13,13.0,0.13747364282608032
14,14.0,0.13743582367897034
15,15.0,0.13742049038410187
16,16.0,0.1373933106660843
17,17.0,0.13737352192401886
18,18.0,0.13736487925052643
19,19.0,0.13736408948898315
20,20.0,0.13736890256404877
21,21.0,0.13737091422080994
22,22.0,0.1373697817325592
23,23.0,0.1373680680990219
24,24.0,0.13736757636070251
25,25.0,0.1373705267906189
26,26.0,0.13737338781356812
27,27.0,0.1373736411333084
28,28.0,0.13737307488918304
29,29.0,0.13737276196479797
# <bound method Module.parameters of simple_ANN(   (l1): Linear(in_features=14, out_features=50, bias=True)   (l2): Linear(in_features=50, out_features=100, bias=True)   (l3): Linear(in_features=100, out_features=20, bias=True)   (output): Linear(in_features=20, out_features=8, bias=True)   (act): Sigmoid() )>\n
