,load_time_consume(s),test_time_consume(s),data_size
0,1.6060004234313965,0.0859992504119873,3000
1,1.5169990062713623,0.05500030517578125,4000
2,1.4980003833770752,0.06899881362915039,5000
3,1.3610007762908936,0.14500117301940918,6000
4,1.3360016345977783,0.08499741554260254,7000
5,1.4650301933288574,0.09096932411193848,8000
6,1.5799994468688965,0.14899849891662598,9000
7,1.3869998455047607,0.13900089263916016,10000
8,1.4349994659423828,0.23600029945373535,11000
9,1.61899995803833,0.1830000877380371,12000
10,1.4909992218017578,0.2910001277923584,13000
11,1.556002140045166,0.16699790954589844,14000
12,1.521000623703003,0.3100001811981201,15000
13,1.1760022640228271,0.37399721145629883,16000
14,1.532999038696289,0.1979999542236328,17000
15,1.7390012741088867,0.32399868965148926,18000
16,1.338000774383545,0.3559999465942383,19000
17,1.6330006122589111,0.2219994068145752,20000
18,1.9129993915557861,0.2709994316101074,21000
19,1.3420004844665527,0.6489996910095215,22000
20,1.3559987545013428,0.31099939346313477,23000
21,1.929999828338623,0.254000186920166,24000
22,2.0219979286193848,0.5025105476379395,25000
23,1.5340003967285156,0.6930005550384521,26000
24,1.6865246295928955,0.4349961280822754,27000
25,2.2139992713928223,0.3280029296875,28000
26,1.7035117149353027,0.7090001106262207,29000
27,1.484999656677246,0.660999059677124,30000
28,1.9115118980407715,0.5419976711273193,31000
29,1.8839986324310303,0.37200021743774414,32000
30,1.6050004959106445,0.6259996891021729,33000
31,1.3649988174438477,0.3970019817352295,34000
32,1.8110029697418213,0.40199780464172363,35000
33,1.7490005493164062,0.5799989700317383,36000
34,1.335000991821289,0.5929999351501465,37000
35,1.767998218536377,0.5019998550415039,38000
36,1.6555798053741455,0.5579996109008789,39000
