,loss_dataset_1,loss_dataset_2,data_size
0,-0.0023581353,-0.0025994624,3000
1,-0.0023136842,-0.0026776919,4000
2,-0.0023146512,-0.002625916,5000
3,-0.0023440972,-0.0026900724,6000
4,-0.0024493982,-0.002600929,7000
5,-0.0024478254,-0.0025687618,8000
6,-0.002440722,-0.002532397,9000
7,-0.0023985994,-0.0025747558,10000
8,-0.0024225013,-0.0025405772,11000
9,-0.0024667156,-0.0025003122,12000
10,-0.0024359166,-0.0024610704,13000
11,-0.0024255386,-0.0024932085,14000
12,-0.0024281123,-0.0025286651,15000
13,-0.0024160934,-0.0025755551,16000
14,-0.002412902,-0.0025988806,17000
15,-0.0024206296,-0.0026216533,18000
16,-0.0024281843,-0.002608328,19000
17,-0.002425885,-0.0025895468,20000
18,-0.0024177232,-0.00261929,21000
19,-0.0023945193,-0.0026173147,22000
20,-0.0023971738,-0.0026124862,23000
21,-0.0023898557,-0.0025939269,24000
22,-0.0023745538,-0.002586565,25000
23,-0.0023701002,-0.0025794695,26000
24,-0.0023673691,-0.0025752708,27000
25,-0.002367439,-0.0025802336,28000
26,-0.0023544624,-0.0025720955,29000
27,-0.0023663884,-0.0025709856,30000
28,-0.0023674658,-0.0025692494,31000
29,-0.0023613486,-0.0025490571,32000
30,-0.0023508184,-0.002549285,33000
31,-0.0023532575,-0.0025645832,34000
32,-0.002349028,-0.0025574516,35000
33,-0.002352143,-0.0025559377,36000
34,-0.0023484607,-0.0025486469,37000
35,-0.0023409827,-0.0025541822,38000
36,-0.0023511408,-0.0025650572,39000
