,loss_dataset_1,loss_dataset_2,data_size
0,-0.0019669174,-0.002266121,3000
1,-0.0019229501,-0.002196545,4000
2,-0.0019010935,-0.0021698407,5000
3,-0.0019357507,-0.0022662098,6000
4,-0.0019230758,-0.002263186,7000
5,-0.0019661572,-0.0022269997,8000
6,-0.0019665216,-0.0022332293,9000
7,-0.0019689351,-0.0021958675,10000
8,-0.001954412,-0.0021747735,11000
9,-0.001948156,-0.0021753728,12000
10,-0.0019542517,-0.0021473144,13000
11,-0.0019384719,-0.00212841,14000
12,-0.0019513234,-0.0021215416,15000
13,-0.001954444,-0.002137397,16000
14,-0.001958526,-0.002118098,17000
15,-0.0019710183,-0.0021199908,18000
16,-0.0019624422,-0.0021132969,19000
17,-0.0019867779,-0.0020997566,20000
18,-0.001996536,-0.0021079269,21000
19,-0.0019931383,-0.0021284132,22000
20,-0.001988467,-0.0021257491,23000
21,-0.0019791885,-0.0021219326,24000
22,-0.0019789585,-0.0021209249,25000
23,-0.0019927553,-0.0021043366,26000
24,-0.0019947735,-0.0021068328,27000
25,-0.001983132,-0.0021046263,28000
26,-0.0019816437,-0.0021134003,29000
27,-0.0019860237,-0.0021045299,30000
28,-0.0019970546,-0.002094524,31000
29,-0.0019904424,-0.002082454,32000
30,-0.001991937,-0.0020912916,33000
31,-0.0019873555,-0.0021073888,34000
32,-0.0019780837,-0.002101546,35000
33,-0.0019809606,-0.002119189,36000
34,-0.0019818242,-0.002118362,37000
35,-0.0019749913,-0.0021351764,38000
36,-0.0019796167,-0.0021366186,39000
