,loss_dataset_1,loss_dataset_2,data_size
0,-0.003992514,-0.0042217444,3000
1,-0.0038513902,-0.0040469295,4000
2,-0.0037744069,-0.0041336166,5000
3,-0.003767979,-0.00411078,6000
4,-0.0037233855,-0.0040413374,7000
5,-0.0036434173,-0.0039133197,8000
6,-0.0036893308,-0.0040253946,9000
7,-0.0036593385,-0.004158984,10000
8,-0.0036458608,-0.004120377,11000
9,-0.0036903967,-0.004121794,12000
10,-0.0037190877,-0.0041002617,13000
11,-0.0037617777,-0.0040878244,14000
12,-0.003758946,-0.0040877783,15000
13,-0.0037824016,-0.0041065165,16000
14,-0.0037705079,-0.0041291667,17000
15,-0.0037932484,-0.0041364087,18000
16,-0.003819426,-0.004148612,19000
17,-0.0038166686,-0.0041215466,20000
18,-0.0038201485,-0.004098361,21000
19,-0.0038090355,-0.0040735216,22000
20,-0.003798835,-0.004065123,23000
21,-0.0038027945,-0.004112582,24000
22,-0.0038402851,-0.004094062,25000
23,-0.0038299013,-0.0040701977,26000
24,-0.003829547,-0.0040473007,27000
25,-0.0038112272,-0.0040341625,28000
26,-0.003805428,-0.004039402,29000
27,-0.0038245884,-0.0040362393,30000
28,-0.0038152542,-0.0040484504,31000
29,-0.0038150586,-0.00402153,32000
30,-0.003827238,-0.0040112464,33000
31,-0.003814061,-0.004003416,34000
32,-0.0037996925,-0.004011331,35000
33,-0.003816871,-0.0040196814,36000
34,-0.003823279,-0.004008905,37000
35,-0.0038226352,-0.0040002754,38000
36,-0.003836577,-0.0039989008,39000
