,loss_dataset_1,loss_dataset_2,data_size
0,-0.0026469298,-0.0030986937,3000
1,-0.0026068613,-0.0029035783,4000
2,-0.002622988,-0.0029309425,5000
3,-0.002620805,-0.0028234287,6000
4,-0.0026255283,-0.0027942932,7000
5,-0.0026046066,-0.0027551234,8000
6,-0.002534439,-0.0027128838,9000
7,-0.002568823,-0.00265632,10000
8,-0.00255774,-0.0026107333,11000
9,-0.0025914344,-0.0026182132,12000
10,-0.0025856742,-0.0026998962,13000
11,-0.0026006051,-0.0026949674,14000
12,-0.002613288,-0.0026463035,15000
13,-0.0026042084,-0.0026026447,16000
14,-0.002589624,-0.002626687,17000
15,-0.0025960938,-0.0025942537,18000
16,-0.0025836048,-0.0026078797,19000
17,-0.0025997749,-0.0026138672,20000
18,-0.002604776,-0.0026306952,21000
19,-0.0026078627,-0.0026349367,22000
20,-0.0026166332,-0.0026720273,23000
21,-0.002634544,-0.0026466637,24000
22,-0.0026326594,-0.002638661,25000
23,-0.0026365607,-0.0026420283,26000
24,-0.0026078299,-0.0026468833,27000
25,-0.002614791,-0.002662939,28000
26,-0.0026220507,-0.0026349155,29000
27,-0.0026343432,-0.0026601213,30000
28,-0.0026384187,-0.0026685437,31000
29,-0.0026296785,-0.0026706662,32000
30,-0.0026393023,-0.00266342,33000
31,-0.0026489007,-0.0026807915,34000
32,-0.0026474425,-0.0026800134,35000
33,-0.0026543494,-0.0027007835,36000
34,-0.0026589527,-0.002718457,37000
35,-0.0026664895,-0.0027269435,38000
36,-0.0026774327,-0.0027071661,39000
