,loss_dataset_1,loss_dataset_2,data_size
0,-0.0021888982,-0.0025834222,3000
1,-0.0022015874,-0.0023631635,4000
2,-0.002225798,-0.002294742,5000
3,-0.0022381404,-0.0022427435,6000
4,-0.002257465,-0.0022678804,7000
5,-0.0022569625,-0.0022225003,8000
6,-0.0022942764,-0.0023641635,9000
7,-0.0022997055,-0.002283785,10000
8,-0.0022650936,-0.0022934123,11000
9,-0.0022871564,-0.0022650117,12000
10,-0.0022856693,-0.0022703737,13000
11,-0.0022856258,-0.0022422548,14000
12,-0.0022867015,-0.0023037791,15000
13,-0.002268309,-0.002318385,16000
14,-0.0022815173,-0.0023506035,17000
15,-0.0022736636,-0.002388502,18000
16,-0.0022975386,-0.0023753445,19000
17,-0.0023067347,-0.0024025608,20000
18,-0.0022977628,-0.00238273,21000
19,-0.0023044546,-0.0023688024,22000
20,-0.0022771377,-0.0023543595,23000
21,-0.0022954287,-0.0023196307,24000
22,-0.0022943795,-0.0023333898,25000
23,-0.0022932703,-0.0023589595,26000
24,-0.002301141,-0.002346094,27000
25,-0.0023282855,-0.0023253227,28000
26,-0.0023191161,-0.0023290506,29000
27,-0.0023118306,-0.0023414386,30000
28,-0.0023052797,-0.002331955,31000
29,-0.0022925478,-0.0023193017,32000
30,-0.0023047456,-0.0023087137,33000
31,-0.0023136258,-0.0023059617,34000
32,-0.0023137354,-0.0023190577,35000
33,-0.002332714,-0.0023301034,36000
34,-0.0023376523,-0.0023441715,37000
35,-0.002332014,-0.0023523765,38000
36,-0.0023371098,-0.0023463569,39000
