,loss_dataset_1,loss_dataset_2,data_size
0,-0.0037276566,-0.0032858255,3000
1,-0.003836733,-0.0036352207,4000
2,-0.0038994784,-0.0042833495,5000
3,-0.0037837678,-0.004297844,6000
4,-0.0038195404,-0.003867833,7000
5,-0.0036585603,-0.0040636873,8000
6,-0.0036187172,-0.0042306846,9000
7,-0.003912,-0.004164164,10000
8,-0.0038418593,-0.0041734404,11000
9,-0.0039149504,-0.0040556192,12000
10,-0.0038982718,-0.004134723,13000
11,-0.0037868642,-0.0041284976,14000
12,-0.0037223513,-0.0042039105,15000
13,-0.0036088286,-0.0041521024,16000
14,-0.003749251,-0.004261436,17000
15,-0.0036798266,-0.004174197,18000
16,-0.003695101,-0.0041984776,19000
17,-0.0036631096,-0.0041715633,20000
18,-0.0036461665,-0.004319754,21000
19,-0.0036544863,-0.0041681947,22000
20,-0.0035802617,-0.004305066,23000
21,-0.0035482831,-0.004266103,24000
22,-0.003530505,-0.004213012,25000
23,-0.003577526,-0.004242959,26000
24,-0.0035763413,-0.0042523937,27000
25,-0.0035441134,-0.0041583134,28000
26,-0.0035769874,-0.004247947,29000
27,-0.0035607896,-0.004317968,30000
28,-0.00348436,-0.004314662,31000
29,-0.0034477594,-0.004284526,32000
30,-0.0034941104,-0.00422918,33000
31,-0.003529701,-0.0042141415,34000
32,-0.0035364607,-0.004183365,35000
33,-0.0035318746,-0.004207223,36000
34,-0.0034588585,-0.0041804016,37000
35,-0.003423029,-0.0041735317,38000
36,-0.003450274,-0.004161807,39000
