,loss_dataset_1,loss_dataset_2,data_size
0,-0.0027390793,-0.0037763317,3000
1,-0.0031756228,-0.0035941193,4000
2,-0.0029880097,-0.0034588512,5000
3,-0.0028223882,-0.003757495,6000
4,-0.0026562302,-0.0032964041,7000
5,-0.0026987642,-0.0032420985,8000
6,-0.0026423016,-0.0031522764,9000
7,-0.002703703,-0.0030341935,10000
8,-0.0026788753,-0.003092338,11000
9,-0.0027193953,-0.002911436,12000
10,-0.0027542135,-0.0027966388,13000
11,-0.0027154319,-0.0028264762,14000
12,-0.0027235688,-0.0028446396,15000
13,-0.0026062483,-0.002897219,16000
14,-0.0025725795,-0.0028823714,17000
15,-0.0026301893,-0.002861267,18000
16,-0.0026123573,-0.0029171894,19000
17,-0.0026313872,-0.002931199,20000
18,-0.002684329,-0.0029959448,21000
19,-0.0026609972,-0.0029706939,22000
20,-0.0026237161,-0.0029681087,23000
21,-0.002587409,-0.0030063535,24000
22,-0.002544046,-0.0029734883,25000
23,-0.0025338035,-0.0029974193,26000
24,-0.002516492,-0.0029512586,27000
25,-0.0025667022,-0.0029847242,28000
26,-0.002565014,-0.0029011508,29000
27,-0.0025099576,-0.002949865,30000
28,-0.002525208,-0.0028826443,31000
29,-0.0025504597,-0.002831981,32000
30,-0.0025640926,-0.0027968406,33000
31,-0.002618842,-0.00286718,34000
32,-0.0026325868,-0.0028043264,35000
33,-0.0026353505,-0.0027903824,36000
34,-0.0026290384,-0.0027563723,37000
35,-0.0026097386,-0.0027318704,38000
36,-0.0026027677,-0.0027690108,39000
