<<<<<<< HEAD
,target,args
0,-0.12284715566784143,0.05
1,-0.12957811914384365,0.07500000000000001
2,-0.12957151513546705,0.1
3,-0.1285873893648386,0.125
4,-0.1279830364510417,0.15000000000000002
=======
,target,params
0,-0.8746516719745223,0.05
1,-0.11500815819403168,0.07500000000000001
2,-0.12183754046441643,0.1
3,-0.12921731359070274,0.125
4,-0.12159106208925034,0.15000000000000002
5,-0.11633951250155261,0.175
6,-0.1198736237492531,0.2
7,-0.3119291105088155,0.22500000000000003
8,-0.5142191166331054,0.25
9,-0.11617131028205725,0.275
10,-0.11601644659497935,0.3
11,-0.12534832612724062,0.325
12,-0.11560203979729088,0.35000000000000003
13,-0.8397095279329142,0.375
14,-0.11534808561870247,0.4
15,-0.27997565895888454,0.425
16,-0.11738290101479573,0.45
17,-0.11692535250809542,0.47500000000000003
18,-0.11455036633333583,0.5
19,-0.11629987705000647,0.5
20,-0.11205835282138199,5.7368421052631575
21,-0.12833999201750299,10.973684210526315
22,-0.8746516719745223,16.210526315789473
23,-0.11705745134953481,21.44736842105263
24,-0.11152099984087002,26.684210526315788
25,-0.10990284359569003,31.921052631578945
26,-0.8727309096391034,37.1578947368421
27,-0.12547923458419788,42.39473684210526
28,-0.1130031717905573,47.63157894736842
29,-0.8746516719745223,52.868421052631575
30,-0.12476049335139572,58.10526315789473
31,-0.8746516719745223,63.34210526315789
32,-0.10967178813591125,68.57894736842104
33,-0.11370000561141665,73.8157894736842
34,-0.1253481644211681,79.05263157894737
35,-0.11748299712113514,84.28947368421052
36,-0.12423742980144586,89.52631578947367
37,-0.11110640279236872,94.76315789473684
38,-0.12391766939003757,100.0
>>>>>>> 5b2ecdf5c05e47904fae30ede70de9d0368cea5f
