,load_time_consume(s),test_time_consume(s),data_size
0,-0.3059995174407959,0.02399921417236328,3000
1,-0.31999874114990234,0.021999597549438477,4000
2,-0.321000337600708,0.02599930763244629,5000
3,-0.32399916648864746,0.029999732971191406,6000
4,-0.31950855255126953,0.03399991989135742,7000
5,-0.3210000991821289,0.03999948501586914,8000
6,-0.3230001926422119,0.04400038719177246,9000
7,-0.3210158348083496,0.04900026321411133,10000
8,-0.32155489921569824,0.05199837684631348,11000
9,-0.32200074195861816,0.056999921798706055,12000
10,-0.3190000057220459,0.07599973678588867,13000
11,-0.3240344524383545,0.0690000057220459,14000
12,-0.31800055503845215,0.07299995422363281,15000
13,-0.323000431060791,0.09199953079223633,16000
14,-0.32200002670288086,0.0820000171661377,17000
15,-0.3189997673034668,0.08500003814697266,18000
16,-0.32200002670288086,0.08999991416931152,19000
17,-0.3180258274078369,0.10299992561340332,20000
18,-0.3209993839263916,0.10000061988830566,21000
19,-0.32000064849853516,0.10599923133850098,22000
20,-0.32356905937194824,0.10800027847290039,23000
21,-0.3170011043548584,0.11499929428100586,24000
22,-0.324019193649292,0.11802077293395996,25000
23,-0.32201719284057617,0.1250002384185791,26000
24,-0.32399988174438477,0.12800049781799316,27000
25,-0.3209996223449707,0.1320202350616455,28000
26,-0.3190000057220459,0.13499999046325684,29000
27,-0.32000017166137695,0.1419999599456787,30000
28,-0.3189992904663086,0.14400005340576172,31000
29,-0.3210005760192871,0.15000033378601074,32000
30,-0.3229987621307373,0.1530001163482666,33000
31,-0.31800007820129395,0.15999960899353027,34000
32,-0.31999969482421875,0.1640002727508545,35000
33,-0.3269999027252197,0.19452667236328125,36000
34,-0.3210000991821289,0.1979999542236328,37000
35,-0.32500290870666504,0.20799684524536133,38000
36,-0.3210008144378662,0.1789994239807129,39000
