,trainning_time_consume(s),test_time_consume(s)
0,16.53997302055359,0.03402400016784668
1,2.393552303314209,0.0018355846405029297
2,15.314979076385498,0.029523134231567383
3,36.00489854812622,0.08412623405456543
4,48.25120186805725,0.10266327857971191
5,7.979501247406006,0.014592647552490234
6,28.208394765853882,0.06659603118896484
7,13.04786229133606,0.03625941276550293
8,15.144792556762695,0.03506135940551758
9,3.3396756649017334,0.003463268280029297
10,3.113053321838379,0.0027494430541992188
11,24.90440607070923,0.05454564094543457
12,40.83251714706421,0.06831860542297363
13,10.164803981781006,0.01835036277770996
14,32.82594966888428,0.05935955047607422
15,14.443532466888428,0.025146961212158203
16,26.25779628753662,0.06413435935974121
17,10.471861124038696,0.02090740203857422
18,25.97413420677185,0.05415630340576172
19,10.960729598999023,0.020940303802490234
20,24.142027139663696,0.05161762237548828
21,3.1676220893859863,0.0034942626953125
22,2.8791983127593994,0.002797842025756836
23,45.06541562080383,0.10279583930969238
24,18.61198091506958,0.03779125213623047
25,17.148200273513794,0.034755706787109375
26,18.820448398590088,0.04774212837219238
27,7.000387907028198,0.011914491653442383
28,18.94702410697937,0.030846357345581055
29,6.062039136886597,0.011248350143432617
30,14.329228162765503,0.024155378341674805
31,9.566455841064453,0.018662691116333008
32,12.162435054779053,0.024709224700927734
33,5.590012311935425,0.008656501770019531
34,11.15412712097168,0.02822732925415039
35,4.5886454582214355,0.007079124450683594
36,10.025126218795776,0.01732611656188965
37,3.5912044048309326,0.0062847137451171875
38,8.400351285934448,0.014009475708007812
39,3.589684247970581,0.006536245346069336
40,9.991823196411133,0.017774343490600586
41,3.7231106758117676,0.0054395198822021484
42,6.170040607452393,0.010153770446777344
43,2.6693274974823,0.003940582275390625
44,5.8637847900390625,0.00943899154663086
45,2.3271024227142334,0.003433704376220703
46,5.689298868179321,0.008522272109985352
47,26.90233325958252,0.0562894344329834
48,62.80611801147461,0.14554810523986816
49,24.031599283218384,0.0479280948638916
50,2.702502727508545,0.0030307769775390625
51,51.11772274971008,0.10774993896484375
52,23.47329092025757,0.04613208770751953
53,23.73990511894226,0.04636430740356445
54,38.7869336605072,0.07391548156738281
55,17.886606216430664,0.03718829154968262
56,18.283814191818237,0.03461480140686035
57,10.456377029418945,0.018393993377685547
58,64.9504177570343,0.1468186378479004
59,57.20889711380005,0.13562870025634766
