,loss_dataset_1,loss_dataset_2,data_size
0,-0.004268381,-0.0022042121,3000
1,-0.0039355964,-0.0024431276,4000
2,-0.0036806697,-0.0025608505,5000
3,-0.0036086491,-0.002215939,6000
4,-0.0037025728,-0.0024155276,7000
5,-0.0037402303,-0.002506323,8000
6,-0.0036649676,-0.0025864218,9000
7,-0.0035311065,-0.002517014,10000
8,-0.0033874407,-0.0025670598,11000
9,-0.0032805405,-0.0029116115,12000
10,-0.0033248467,-0.0029519068,13000
11,-0.0034483324,-0.0029598786,14000
12,-0.0035623373,-0.0028246879,15000
13,-0.0034162095,-0.0028438708,16000
14,-0.0035143169,-0.0030332701,17000
15,-0.0035712197,-0.003080467,18000
16,-0.0035596422,-0.0030829194,19000
17,-0.0035291216,-0.003031379,20000
18,-0.0036008516,-0.0030750486,21000
19,-0.0035748188,-0.0031207805,22000
20,-0.003601914,-0.0031319992,23000
21,-0.0035890655,-0.003158392,24000
22,-0.0036237244,-0.0032036372,25000
23,-0.003619933,-0.0032323115,26000
24,-0.0036664244,-0.003228574,27000
25,-0.0036510269,-0.0031827672,28000
26,-0.0036761782,-0.0032062216,29000
27,-0.0036452306,-0.003272445,30000
28,-0.0036171996,-0.0032923657,31000
29,-0.0035786144,-0.0032813188,32000
30,-0.0036274458,-0.0032869414,33000
31,-0.0036390342,-0.0032739849,34000
32,-0.003660706,-0.0033223093,35000
33,-0.0036586246,-0.0032775109,36000
34,-0.0036749882,-0.003238372,37000
35,-0.0037152146,-0.003250354,38000
36,-0.0037136981,-0.0033012028,39000
