,loss_dataset_1,loss_dataset_2,data_size
0,-0.0037330918,-0.00436436,3000
1,-0.0037740904,-0.0033436948,4000
2,-0.003334589,-0.003843565,5000
3,-0.003402487,-0.0047559817,6000
4,-0.0037557632,-0.0051228534,7000
5,-0.0038599628,-0.0048385784,8000
6,-0.0040185843,-0.004349512,9000
7,-0.003998036,-0.004279852,10000
8,-0.003908176,-0.004233016,11000
9,-0.0038443012,-0.0041148583,12000
10,-0.0036520287,-0.004061111,13000
11,-0.0034882566,-0.004037081,14000
12,-0.0034654352,-0.004193699,15000
13,-0.0034189045,-0.0043360475,16000
14,-0.003466194,-0.004145369,17000
15,-0.0034934746,-0.0041818847,18000
16,-0.0034600596,-0.004246307,19000
17,-0.0034277188,-0.0040766513,20000
18,-0.0034992425,-0.0040229973,21000
19,-0.003421401,-0.0039045275,22000
20,-0.0033292966,-0.003785951,23000
21,-0.0032847347,-0.0036889215,24000
22,-0.0032678752,-0.0036212078,25000
23,-0.0031601677,-0.0037389619,26000
24,-0.0031443853,-0.0037453123,27000
25,-0.003159363,-0.0037438525,28000
26,-0.0031254848,-0.003784636,29000
27,-0.0031473981,-0.00372741,30000
28,-0.003192358,-0.0037990115,31000
29,-0.003181093,-0.00377225,32000
30,-0.0031638704,-0.0037670282,33000
31,-0.0031405922,-0.0036686044,34000
32,-0.0031934096,-0.003662236,35000
33,-0.003247509,-0.0036403816,36000
34,-0.0032726633,-0.0036361027,37000
35,-0.0032725204,-0.0035919345,38000
36,-0.003333606,-0.0036298542,39000
