,loss_dataset_1,loss_dataset_2,data_size
0,-0.0014837619,-0.0019933959,3000
1,-0.0014628839,-0.0018137161,4000
2,-0.0016523637,-0.0018631766,5000
3,-0.0018647866,-0.002126262,6000
4,-0.0018613633,-0.0021032656,7000
5,-0.0018550246,-0.0019563895,8000
6,-0.0018604065,-0.0017466361,9000
7,-0.0017283189,-0.0015752647,10000
8,-0.0016668194,-0.0014345814,11000
9,-0.0017194061,-0.0013512945,12000
10,-0.0017408201,-0.0013947277,13000
11,-0.0018864255,-0.001448836,14000
12,-0.0018808218,-0.0014550117,15000
13,-0.0019423283,-0.0016437517,16000
14,-0.00200521,-0.0019202387,17000
15,-0.0019021586,-0.0019121328,18000
16,-0.0019889728,-0.0019896906,19000
17,-0.0020212005,-0.0019739405,20000
18,-0.0019665866,-0.001976598,21000
19,-0.002000896,-0.0019585495,22000
20,-0.002024181,-0.0020200508,23000
21,-0.0020167741,-0.0020030665,24000
22,-0.001968535,-0.0020496612,25000
23,-0.0019996255,-0.0019723813,26000
24,-0.0019500091,-0.0019134744,27000
25,-0.001960726,-0.001886474,28000
26,-0.0019380115,-0.001893031,29000
27,-0.0019604883,-0.0018320293,30000
28,-0.0019100165,-0.0018409055,31000
29,-0.0019118048,-0.0017844442,32000
30,-0.0019836451,-0.0017443001,33000
31,-0.00201122,-0.0017220762,34000
32,-0.0019993528,-0.001731486,35000
33,-0.0019948436,-0.0018640801,36000
34,-0.0020590776,-0.0019451459,37000
35,-0.002078302,-0.001901296,38000
36,-0.0020674928,-0.00186087,39000
