<<<<<<< HEAD
,target,args
0,-0.44474322348833084,0.05
1,-0.3752855956554413,0.07500000000000001
2,-0.3943273350596428,0.1
3,-0.4409628361463547,0.125
4,-0.37009286135435104,0.15000000000000002
=======
,target,params
0,-0.2855772417821702,0.05
1,-0.2864177570601178,0.07500000000000001
2,-0.28509312203735304,0.1
3,-0.29157229973252413,0.125
4,-0.2898265468846461,0.15000000000000002
5,-0.30817715605353097,0.175
6,-0.28505764113869636,0.2
7,-0.2880259757968271,0.22500000000000003
8,-0.2842473514900086,0.25
9,-0.2855963752527905,0.275
10,-0.32390283759991834,0.3
11,-0.285449412028501,0.325
12,-0.285031151240039,0.35000000000000003
13,-0.28355494540208465,0.375
14,-0.29192675915872973,0.4
15,-0.29033968725781534,0.425
16,-0.2829946399114694,0.45
17,-0.2807887631237127,0.47500000000000003
18,-0.2813625278746247,0.5
19,-0.2816500948492888,0.5
20,-0.25655424205740546,5.7368421052631575
21,-0.40702628804619906,10.973684210526315
22,-0.2489922183334448,16.210526315789473
23,-0.248262262837902,21.44736842105263
24,-0.25230519160343584,26.684210526315788
25,-0.2472474142244667,31.921052631578945
26,-0.24981014079349056,37.1578947368421
27,-0.34373045575087235,42.39473684210526
28,-0.2466331019902685,47.63157894736842
29,-0.24621333343208215,52.868421052631575
30,-0.2693840807220738,58.10526315789473
31,-0.37690913791109804,63.34210526315789
32,-0.33350012902241605,68.57894736842104
33,-0.2455109599859092,73.8157894736842
34,-0.24725010877202272,79.05263157894737
35,-0.2553914038428835,84.28947368421052
36,-0.24621906639284388,89.52631578947367
37,-0.25031830617197,94.76315789473684
38,-0.24552138206685425,100.0
>>>>>>> 5b2ecdf5c05e47904fae30ede70de9d0368cea5f
